true_signal,true_background,signal,time
0.0,19.335,19.335,3.2960000000000003
0.0,19.333,19.333,3.3040000000000003
0.0,19.331,19.331,3.3120000000000003
0.0,19.33,19.33,3.3200000000000003
0.0,19.328,19.328,3.3280000000000003
0.0,19.327,19.327,3.336
0.0,19.325,19.325,3.344
0.0,19.323,19.323,3.352
0.0,19.322,19.322,3.36
0.0,19.32,19.32,3.368
0.0,19.318,19.318,3.376
0.0,19.317,19.317,3.384
0.0,19.315,19.315,3.392
0.0,19.313,19.313,3.4
0.0,19.312,19.312,3.408
0.0,19.31,19.31,3.416
0.0,19.308,19.308,3.424
0.0,19.307,19.307,3.432
0.0,19.305,19.305,3.44
0.0,19.303,19.303,3.448
0.0,19.302,19.302,3.456
0.0,19.3,19.3,3.464
0.0,19.299,19.299,3.472
0.0,19.297,19.297,3.48
0.0,19.295,19.295,3.488
0.0,19.294,19.294,3.496
0.0,19.292,19.292,3.504
0.0,19.29,19.29,3.512
0.0,19.289,19.289,3.52
0.0,19.287,19.287,3.528
0.0,19.285,19.285,3.536
0.0,19.284,19.284,3.544
0.0,19.282,19.282,3.552
0.0,19.28,19.28,3.56
0.0,19.279,19.279,3.568
0.0,19.277,19.277,3.576
0.0,19.275,19.275,3.584
0.0,19.274,19.274,3.592
0.0,19.272,19.272,3.6
0.0,19.27,19.27,3.608
0.0,19.269,19.269,3.616
0.0,19.267,19.267,3.624
0.0,19.266,19.266,3.632
0.0,19.264,19.264,3.64
0.0,19.262,19.262,3.648
0.0,19.261,19.261,3.656
0.0,19.259,19.259,3.664
0.0,19.257,19.257,3.672
0.0,19.256,19.256,3.68
0.0,19.254,19.254,3.688
0.0,19.252,19.252,3.696
0.0,19.251,19.251,3.704
0.0,19.249,19.249,3.712
0.0,19.247,19.247,3.72
0.0,19.246,19.246,3.728
0.0,19.244,19.244,3.736
0.0,19.242,19.242,3.744
0.0,19.241,19.241,3.7520000000000002
0.0,19.239,19.239,3.7600000000000002
0.0,19.237,19.237,3.7680000000000002
0.0,19.236,19.236,3.7760000000000002
0.0,19.234,19.234,3.7840000000000003
0.0,19.232,19.232,3.7920000000000003
0.0,19.231,19.231,3.8000000000000003
0.0,19.229,19.229,3.8080000000000003
0.0,19.227,19.227,3.8160000000000003
0.0,19.226,19.226,3.8240000000000003
0.0,19.224,19.224,3.8320000000000003
0.0,19.222,19.222,3.84
0.0,19.221,19.221,3.848
0.0,19.219,19.219,3.856
0.0,19.218,19.218,3.864
0.0,19.216,19.216,3.872
0.0,19.214,19.214,3.88
0.0,19.213,19.213,3.888
0.0,19.211,19.211,3.896
0.0,19.209,19.209,3.904
0.0,19.208,19.208,3.912
0.0,19.206,19.206,3.92
0.0,19.204,19.204,3.928
0.0,19.203,19.203,3.936
0.0,19.201,19.201,3.944
0.0,19.199,19.199,3.952
0.0,19.198,19.198,3.96
0.0,19.196,19.196,3.968
0.0,19.194,19.194,3.976
0.0,19.193,19.193,3.984
0.0,19.191,19.191,3.992
0.0,19.189,19.189,4.0
0.0,19.188,19.188,4.008
0.0,19.186,19.186,4.016
0.0,19.184,19.184,4.024
0.0,19.183,19.183,4.032
0.0,19.181,19.181,4.04
0.0,19.179,19.179,4.048
0.0,19.178,19.178,4.056
0.0,19.176,19.176,4.064
0.0,19.174,19.174,4.072
0.0,19.173,19.173,4.08
0.0,19.171,19.171,4.088
0.0,19.169,19.169,4.096
0.0,19.168,19.168,4.104
0.0,19.166,19.166,4.112
0.0,19.164,19.164,4.12
0.0,19.163,19.163,4.128
0.0,19.161,19.161,4.136
0.0,19.159,19.159,4.144
0.0,19.158,19.158,4.152
0.0,19.156,19.156,4.16
0.0,19.154,19.154,4.168
0.0,19.153,19.153,4.176
0.0,19.151,19.151,4.184
0.0,19.149,19.149,4.192
0.0,19.148,19.148,4.2
0.0,19.146,19.146,4.208
0.0,19.144,19.144,4.216
0.0,19.143,19.143,4.224
0.0,19.141,19.141,4.232
0.0,19.139,19.139,4.24
0.0,19.138,19.138,4.248
0.0,19.136,19.136,4.256
0.0,19.134,19.134,4.264
0.0,19.133,19.133,4.272
0.0,19.131,19.131,4.28
0.0,19.129,19.129,4.288
0.0,19.128,19.128,4.296
0.0,19.126,19.126,4.304
0.0,19.124,19.124,4.312
0.0,19.123,19.123,4.32
0.0,19.121,19.121,4.328
0.0,19.119,19.119,4.336
0.0,19.117,19.117,4.344
0.0,19.116,19.116,4.352
0.0,19.114,19.114,4.36
0.0,19.112,19.112,4.368
0.0,19.111,19.111,4.376
0.0,19.109,19.109,4.384
0.0,19.107,19.107,4.392
0.0,19.106,19.106,4.4
0.0,19.104,19.104,4.408
0.0,19.102,19.102,4.416
0.0,19.101,19.101,4.424
0.0,19.099,19.099,4.432
0.0,19.097,19.097,4.44
0.0,19.096,19.096,4.448
0.0,19.094,19.094,4.456
0.0,19.092,19.092,4.464
0.0,19.091,19.091,4.472
0.0,19.089,19.089,4.48
0.0,19.087,19.087,4.488
0.0,19.086,19.086,4.496
0.0,19.084,19.084,4.5040000000000004
0.0,19.082,19.082,4.5120000000000005
0.0,19.081,19.081,4.5200000000000005
0.0,19.079,19.079,4.5280000000000005
0.0,19.077,19.077,4.5360000000000005
0.0,19.076,19.076,4.5440000000000005
0.0,19.074,19.074,4.5520000000000005
0.0,19.072,19.072,4.5600000000000005
0.0,19.07,19.07,4.5680000000000005
0.0,19.069,19.069,4.5760000000000005
0.0,19.067,19.067,4.5840000000000005
0.0,19.065,19.065,4.5920000000000005
0.0,19.064,19.064,4.6000000000000005
0.0,19.062,19.062,4.6080000000000005
0.0,19.06,19.06,4.616
0.0,19.059,19.059,4.624
0.0,19.057,19.057,4.632
0.0,19.055,19.055,4.64
0.0,19.054,19.054,4.648
0.0,19.052,19.052,4.656
0.0,19.05,19.05,4.664
0.0,19.049,19.049,4.672
0.0,19.047,19.047,4.68
0.0,19.045,19.045,4.688
0.0,19.044,19.044,4.696
0.0,19.042,19.042,4.704
0.0,19.04,19.04,4.712
0.0,19.038,19.038,4.72
0.0,19.037,19.037,4.728
0.0,19.035,19.035,4.736
0.0,19.033,19.033,4.744
0.0,19.032,19.032,4.752
0.0,19.03,19.03,4.76
0.0,19.028,19.028,4.768
0.0,19.027,19.027,4.776
0.0,19.025,19.025,4.784
0.0,19.023,19.023,4.792
0.0,19.022,19.022,4.8
0.0,19.02,19.02,4.808
0.0,19.018,19.018,4.816
0.0,19.017,19.017,4.824
0.0,19.015,19.015,4.832
0.0,19.013,19.013,4.84
0.0,19.011,19.011,4.848
0.0,19.01,19.01,4.856
0.0,19.008,19.008,4.864
0.0,19.006,19.006,4.872
0.0,19.005,19.005,4.88
0.0,19.003,19.003,4.888
0.0,19.001,19.001,4.896
0.0,19.0,19.0,4.904
0.0,18.998,18.998,4.912
0.0,18.996,18.996,4.92
0.0,18.994,18.994,4.928
0.0,18.993,18.993,4.936
0.0,18.991,18.991,4.944
0.0,18.989,18.989,4.952
0.0,18.988,18.988,4.96
0.0,18.986,18.986,4.968
0.0,18.984,18.984,4.976
0.0,18.983,18.983,4.984
0.0,18.981,18.981,4.992
0.0,18.979,18.979,5.0
0.0,18.978,18.978,5.008
0.0,18.976,18.976,5.016
0.0,18.974,18.974,5.024
0.0,18.972,18.972,5.032
0.0,18.971,18.971,5.04
0.0,18.969,18.969,5.048
0.0,18.967,18.967,5.056
0.0,18.966,18.966,5.064
0.0,18.964,18.964,5.072
0.0,18.962,18.962,5.08
0.0,18.961,18.961,5.088
0.0,18.959,18.959,5.096
0.0,18.957,18.957,5.104
0.0,18.955,18.955,5.112
0.0,18.954,18.954,5.12
0.0,18.952,18.952,5.128
0.0,18.95,18.95,5.136
0.0,18.949,18.949,5.144
0.0,18.947,18.947,5.152
0.0,18.945,18.945,5.16
0.0,18.943,18.943,5.168
0.0,18.942,18.942,5.176
0.0,18.94,18.94,5.184
0.0,18.938,18.938,5.192
0.0,18.937,18.937,5.2
0.0,18.935,18.935,5.208
0.0,18.933,18.933,5.216
0.0,18.932,18.932,5.224
0.0,18.93,18.93,5.232
0.0,18.928,18.928,5.24
0.0,18.926,18.926,5.248
0.0,18.925,18.925,5.256
0.0,18.923,18.923,5.264
0.0,18.921,18.921,5.272
0.0,18.92,18.92,5.28
0.0,18.918,18.918,5.288
0.0,18.916,18.916,5.296
0.0,18.914,18.914,5.304
0.0,18.913,18.913,5.312
0.0,18.911,18.911,5.32
0.0,18.909,18.909,5.328
0.0,18.908,18.908,5.336
0.0,18.906,18.906,5.344
0.0,18.904,18.904,5.352
0.0,18.902,18.902,5.36
0.0,18.901,18.901,5.368
0.0,18.899,18.899,5.376
0.0,18.897,18.897,5.384
0.0,18.896,18.896,5.392
0.0,18.894,18.894,5.4
0.0,18.892,18.892,5.408
0.0,18.89,18.89,5.416
0.0,18.889,18.889,5.424
0.0,18.887,18.887,5.432
0.0,18.885,18.885,5.44
0.0,18.884,18.884,5.448
0.0,18.882,18.882,5.456
0.0,18.88,18.88,5.464
0.0,18.878,18.878,5.472
0.0,18.877,18.877,5.48
0.0,18.875,18.875,5.488
0.0,18.873,18.873,5.496
0.0,18.872,18.872,5.5040000000000004
0.0,18.87,18.87,5.5120000000000005
0.0,18.868,18.868,5.5200000000000005
0.0,18.866,18.866,5.5280000000000005
0.0,18.865,18.865,5.5360000000000005
0.0,18.863,18.863,5.5440000000000005
0.0,18.861,18.861,5.5520000000000005
0.0,18.86,18.86,5.5600000000000005
0.0,18.858,18.858,5.5680000000000005
0.0,18.856,18.856,5.5760000000000005
0.0,18.854,18.854,5.5840000000000005
0.0,18.853,18.853,5.5920000000000005
0.0,18.851,18.851,5.6000000000000005
0.0,18.849,18.849,5.6080000000000005
0.0,18.848,18.848,5.6160000000000005
0.0,18.846,18.846,5.6240000000000006
0.0,18.844,18.844,5.632
0.0,18.842,18.842,5.64
0.0,18.841,18.841,5.648
0.0,18.839,18.839,5.656
0.0,18.837,18.837,5.664
0.0,18.835,18.835,5.672
0.0,18.834,18.834,5.68
0.0,18.832,18.832,5.688
0.0,18.83,18.83,5.696
0.0,18.829,18.829,5.704
0.0,18.827,18.827,5.712
0.0,18.825,18.825,5.72
0.0,18.823,18.823,5.728
0.0,18.822,18.822,5.736
0.0,18.82,18.82,5.744
0.0,18.818,18.818,5.752
0.0,18.816,18.816,5.76
0.0,18.815,18.815,5.768
0.0,18.813,18.813,5.776
0.0,18.811,18.811,5.784
0.0,18.81,18.81,5.792
0.0,18.808,18.808,5.8
0.0,18.806,18.806,5.808
0.0,18.804,18.804,5.816
0.0,18.803,18.803,5.824
0.0,18.801,18.801,5.832
0.0,18.799,18.799,5.84
0.0,18.797,18.797,5.848
0.0,18.796,18.796,5.856
0.0,18.794,18.794,5.864
0.0,18.792,18.792,5.872
0.0,18.79,18.79,5.88
0.0,18.789,18.789,5.888
0.0,18.787,18.787,5.896
0.0,18.785,18.785,5.904
0.0,18.784,18.784,5.912
0.0,18.782,18.782,5.92
0.0,18.78,18.78,5.928
0.0,18.778,18.778,5.936
0.0,18.777,18.777,5.944
0.0,18.775,18.775,5.952
0.0,18.773,18.773,5.96
0.0,18.771,18.771,5.968
0.0,18.77,18.77,5.976
0.0,18.768,18.768,5.984
0.0,18.766,18.766,5.992
0.0,18.764,18.764,6.0
0.0,18.763,18.763,6.008
0.0,18.761,18.761,6.016
0.0,18.759,18.759,6.024
0.0,18.757,18.757,6.032
0.0,18.756,18.756,6.04
0.0,18.754,18.754,6.048
0.0,18.752,18.752,6.056
0.0,18.75,18.75,6.064
0.0,18.749,18.749,6.072
0.0,18.747,18.747,6.08
0.0,18.745,18.745,6.088
0.0,18.743,18.743,6.096
0.0,18.742,18.742,6.104
0.0,18.74,18.74,6.112
0.0,18.738,18.738,6.12
0.0,18.737,18.737,6.128
0.0,18.735,18.735,6.136
0.0,18.733,18.733,6.144
0.0,18.731,18.731,6.152
0.0,18.73,18.73,6.16
0.0,18.728,18.728,6.168
0.0,18.726,18.726,6.176
0.0,18.724,18.724,6.184
0.0,18.723,18.723,6.192
0.0,18.721,18.721,6.2
0.0,18.719,18.719,6.208
0.0,18.717,18.717,6.216
0.0,18.716,18.716,6.224
0.0,18.714,18.714,6.232
0.0,18.712,18.712,6.24
0.0,18.71,18.71,6.248
0.0,18.709,18.709,6.256
0.0,18.707,18.707,6.264
0.0,18.705,18.705,6.272
0.0,18.703,18.703,6.28
0.0,18.702,18.702,6.288
0.0,18.7,18.7,6.296
0.0,18.698,18.698,6.304
0.0,18.696,18.696,6.312
0.0,18.695,18.695,6.32
0.0,18.693,18.693,6.328
0.0,18.691,18.691,6.336
0.0,18.689,18.689,6.344
0.0,18.687,18.687,6.352
0.0,18.686,18.686,6.36
0.0,18.684,18.684,6.368
0.0,18.682,18.682,6.376
0.0,18.68,18.68,6.384
0.0,18.679,18.679,6.392
0.0,18.677,18.677,6.4
0.0,18.675,18.675,6.408
0.0,18.673,18.673,6.416
0.0,18.672,18.672,6.424
0.0,18.67,18.67,6.432
0.0,18.668,18.668,6.44
0.0,18.666,18.666,6.448
0.0,18.665,18.665,6.456
0.0,18.663,18.663,6.464
0.0,18.661,18.661,6.472
0.0,18.659,18.659,6.48
0.0,18.658,18.658,6.488
0.0,18.656,18.656,6.496
0.0,18.654,18.654,6.5040000000000004
0.0,18.652,18.652,6.5120000000000005
0.0,18.651,18.651,6.5200000000000005
0.0,18.649,18.649,6.5280000000000005
0.0,18.647,18.647,6.5360000000000005
0.0,18.645,18.645,6.5440000000000005
0.0,18.643,18.643,6.5520000000000005
0.0,18.642,18.642,6.5600000000000005
0.0,18.64,18.64,6.5680000000000005
0.0,18.638,18.638,6.5760000000000005
0.0,18.636,18.636,6.5840000000000005
0.0,18.635,18.635,6.5920000000000005
0.0,18.633,18.633,6.6000000000000005
0.0,18.631,18.631,6.6080000000000005
0.0,18.629,18.629,6.6160000000000005
0.0,18.628,18.628,6.6240000000000006
0.0,18.626,18.626,6.632000000000001
0.0,18.624,18.624,6.640000000000001
0.0,18.622,18.622,6.648000000000001
0.0,18.62,18.62,6.656000000000001
0.0,18.619,18.619,6.664
0.0,18.617,18.617,6.672
