time,measured_signal,true_signal,true_background
0.44,29.9787,0.0,29.9787
0.448,29.9783,0.0,29.9783
0.456,29.9779,0.0,29.9779
0.464,29.9774,0.0,29.9774
0.47200000000000003,29.977,0.0,29.977
0.48,29.9765,0.0,29.9765
0.488,29.9761,0.0,29.9761
0.496,29.9757,0.0,29.9757
0.504,29.9752,0.0,29.9752
0.512,29.9748,0.0,29.9748
0.52,29.9743,0.0,29.9743
0.528,29.9739,0.0,29.9739
0.536,29.9734,0.0,29.9734
0.544,29.973,0.0,29.973
0.552,29.9725,0.0,29.9725
0.56,29.9721,0.0,29.9721
0.5680000000000001,29.9716,0.0,29.9716
0.5760000000000001,29.9712,0.0,29.9712
0.584,29.9707,0.0,29.9707
0.592,29.9702,0.0,29.9702
0.6,29.9698,0.0,29.9698
0.608,29.9693,0.0,29.9693
0.616,29.9689,0.0,29.9689
0.624,29.9684,0.0,29.9684
0.632,29.9679,0.0,29.9679
0.64,29.9675,0.0,29.9675
0.648,29.967,0.0,29.967
0.656,29.9665,0.0,29.9665
0.664,29.966,0.0,29.966
0.672,29.9656,0.0,29.9656
0.68,29.9651,0.0,29.9651
0.6880000000000001,29.9646,0.0,29.9646
0.6960000000000001,29.9641,0.0,29.9641
0.704,29.9636,0.0,29.9636
0.712,29.9632,0.0,29.9632
0.72,29.9627,0.0,29.9627
0.728,29.9622,0.0,29.9622
0.736,29.9617,0.0,29.9617
0.744,29.9612,0.0,29.9612
0.752,29.9607,0.0,29.9607
0.76,29.9602,0.0,29.9602
0.768,29.9597,0.0,29.9597
0.776,29.9592,0.0,29.9592
0.784,29.9587,0.0,29.9587
0.792,29.9582,0.0,29.9582
0.8,29.9577,0.0,29.9577
0.808,29.9572,0.0,29.9572
0.8160000000000001,29.9567,0.0,29.9567
0.8240000000000001,29.9562,0.0,29.9562
0.8320000000000001,29.9557,0.0,29.9557
0.84,29.9552,0.0,29.9552
0.848,29.9547,0.0,29.9547
0.856,29.9542,0.0,29.9542
0.864,29.9536,0.0,29.9536
0.872,29.9531,0.0,29.9531
0.88,29.9526,0.0,29.9526
0.888,29.9521,0.0,29.9521
0.896,29.9516,0.0,29.9516
0.904,29.9511,0.0,29.9511
0.912,29.9505,0.0,29.9505
0.92,29.95,0.0,29.95
0.928,29.9495,0.0,29.9495
0.936,29.9489,0.0,29.9489
0.9440000000000001,29.9484,0.0,29.9484
0.9520000000000001,29.9479,0.0,29.9479
0.96,29.9474,0.0,29.9474
0.968,29.9468,0.0,29.9468
0.976,29.9463,0.0,29.9463
0.984,29.9457,0.0,29.9457
0.992,29.9452,0.0,29.9452
1.0,29.9447,0.0,29.9447
1.008,29.9441,0.0,29.9441
1.016,29.9436,0.0,29.9436
1.024,29.943,0.0,29.943
1.032,29.9425,0.0,29.9425
1.04,29.9419,0.0,29.9419
1.048,29.9414,0.0,29.9414
1.056,29.9408,0.0,29.9408
1.064,29.9403,0.0,29.9403
1.072,29.9397,0.0,29.9397
1.08,29.9392,0.0,29.9392
1.088,29.9386,0.0,29.9386
1.096,29.938,0.0,29.938
1.104,29.9375,0.0,29.9375
1.112,29.9369,0.0,29.9369
1.12,29.9363,0.0,29.9363
1.1280000000000001,29.9358,0.0,29.9358
1.1360000000000001,29.9352,0.0,29.9352
1.1440000000000001,29.9346,0.0,29.9346
1.1520000000000001,29.9341,0.0,29.9341
1.16,29.9335,0.0,29.9335
1.168,29.9329,0.0,29.9329
1.176,29.9323,0.0,29.9323
1.184,29.9318,0.0,29.9318
1.192,29.9312,0.0,29.9312
1.2,29.9306,0.0,29.9306
1.208,29.93,0.0,29.93
1.216,29.9294,0.0,29.9294
1.224,29.9288,0.0,29.9288
1.232,29.9283,0.0,29.9283
1.24,29.9277,0.0,29.9277
1.248,29.9271,0.0,29.9271
1.256,29.9265,0.0,29.9265
1.264,29.9259,0.0,29.9259
1.272,29.9253,0.0,29.9253
1.28,29.9247,0.0,29.9247
1.288,29.9241,0.0,29.9241
1.296,29.9235,0.0,29.9235
1.304,29.9229,0.0,29.9229
1.312,29.9223,0.0,29.9223
1.32,29.9217,0.0,29.9217
1.328,29.9211,0.0,29.9211
1.336,29.9205,0.0,29.9205
1.344,29.9199,0.0,29.9199
1.352,29.9193,0.0,29.9193
1.36,29.9186,0.0,29.9186
1.368,29.918,0.0,29.918
1.3760000000000001,29.9174,0.0,29.9174
1.3840000000000001,29.9168,0.0,29.9168
1.3920000000000001,29.9162,0.0,29.9162
1.4000000000000001,29.9156,0.0,29.9156
1.408,29.9149,0.0,29.9149
1.416,29.9143,0.0,29.9143
1.424,29.9137,0.0,29.9137
1.432,29.9131,0.0,29.9131
1.44,29.9124,0.0,29.9124
1.448,29.9118,0.0,29.9118
1.456,29.9112,0.0,29.9112
1.464,29.9105,0.0,29.9105
1.472,29.9099,0.0,29.9099
1.48,29.9093,0.0,29.9093
1.488,29.9086,0.0,29.9086
1.496,29.908,0.0,29.908
1.504,29.9073,0.0,29.9073
1.512,29.9067,0.0,29.9067
1.52,29.906,0.0,29.906
1.528,29.9054,0.0,29.9054
1.536,29.9048,0.0,29.9048
1.544,29.9041,0.0,29.9041
1.552,29.9035,0.0,29.9035
1.56,29.9028,0.0,29.9028
1.568,29.9021,0.0,29.9021
1.576,29.9015,0.0,29.9015
1.584,29.9008,0.0,29.9008
1.592,29.9002,0.0,29.9002
1.6,29.8995,0.0,29.8995
1.608,29.8988,0.0,29.8988
1.616,29.8982,0.0,29.8982
1.624,29.8975,0.0,29.8975
1.6320000000000001,29.8969,0.0,29.8969
1.6400000000000001,29.8962,0.0,29.8962
1.6480000000000001,29.8955,0.0,29.8955
1.6560000000000001,29.8948,0.0,29.8948
1.6640000000000001,29.8942,0.0,29.8942
1.672,29.8935,0.0,29.8935
1.68,29.8928,0.0,29.8928
1.688,29.8921,0.0,29.8921
1.696,29.8915,0.0,29.8915
1.704,29.8908,0.0,29.8908
1.712,29.8901,0.0,29.8901
1.72,29.8894,0.0,29.8894
1.728,29.8887,0.0,29.8887
1.736,29.888,0.0,29.888
1.744,29.8873,0.0,29.8873
1.752,29.8867,0.0,29.8867
1.76,29.886,0.0,29.886
1.768,29.8853,0.0,29.8853
1.776,29.8846,0.0,29.8846
1.784,29.8839,0.0,29.8839
1.792,29.8832,0.0,29.8832
1.8,29.8825,0.0,29.8825
1.808,29.8818,0.0,29.8818
1.816,29.8811,0.0,29.8811
1.824,29.8804,0.0,29.8804
1.832,29.8797,0.0,29.8797
1.84,29.879,0.0,29.879
1.848,29.8782,0.0,29.8782
1.856,29.8775,0.0,29.8775
1.864,29.8768,0.0,29.8768
1.872,29.8761,0.0,29.8761
1.8800000000000001,29.8754,0.0,29.8754
1.8880000000000001,29.8747,0.0,29.8747
1.8960000000000001,29.874,0.0,29.874
1.9040000000000001,29.8732,0.0,29.8732
1.9120000000000001,29.8725,0.0,29.8725
1.92,29.8718,0.0,29.8718
1.928,29.8711,0.0,29.8711
1.936,29.8703,0.0,29.8703
1.944,29.8696,0.0,29.8696
1.952,29.8689,0.0,29.8689
1.96,29.8681,0.0,29.8681
1.968,29.8674,0.0,29.8674
1.976,29.8667,0.0,29.8667
1.984,29.8659,0.0,29.8659
1.992,29.8652,0.0,29.8652
2.0,29.8645,0.0,29.8645
2.008,29.8637,0.0,29.8637
2.016,29.863,0.0,29.863
2.024,29.8622,0.0,29.8622
2.032,29.8615,0.0,29.8615
2.04,29.8607,0.0,29.8607
2.048,29.86,0.0,29.86
2.056,29.8592,0.0,29.8592
2.064,29.8585,0.0,29.8585
2.072,29.8577,0.0,29.8577
2.08,29.857,0.0,29.857
2.088,29.8562,0.0,29.8562
2.096,29.8555,0.0,29.8555
2.104,29.8547,0.0,29.8547
2.112,29.8539,0.0,29.8539
2.12,29.8532,0.0,29.8532
2.128,29.8524,0.0,29.8524
2.136,29.8516,0.0,29.8516
2.144,29.8509,0.0,29.8509
2.152,29.8501,0.0,29.8501
2.16,29.8493,0.0,29.8493
2.168,29.8486,0.0,29.8486
2.176,29.8478,0.0,29.8478
2.184,29.847,0.0,29.847
2.192,29.8462,0.0,29.8462
2.2,29.8455,0.0,29.8455
2.208,29.8447,0.0,29.8447
2.216,29.8439,0.0,29.8439
2.224,29.8431,0.0,29.8431
2.232,29.8423,0.0,29.8423
2.24,29.8415,0.0,29.8415
2.248,29.8407,0.0,29.8407
2.2560000000000002,29.84,0.0,29.84
2.2640000000000002,29.8392,0.0,29.8392
2.2720000000000002,29.8384,0.0,29.8384
2.2800000000000002,29.8376,0.0,29.8376
2.2880000000000003,29.8368,0.0,29.8368
2.2960000000000003,29.836,0.0,29.836
2.3040000000000003,29.8352,0.0,29.8352
2.312,29.8344,0.0,29.8344
2.32,29.8336,0.0,29.8336
2.328,29.8328,0.0,29.8328
2.336,29.832,0.0,29.832
2.344,29.8312,0.0,29.8312
2.352,29.8304,0.0,29.8304
2.36,29.8295,0.0,29.8295
2.368,29.8287,0.0,29.8287
2.376,29.8279,0.0,29.8279
2.384,29.8271,0.0,29.8271
2.392,29.8263,0.0,29.8263
2.4,29.8255,0.0,29.8255
2.408,29.8246,0.0,29.8246
2.416,29.8238,0.0,29.8238
2.424,29.823,0.0,29.823
2.432,29.8222,0.0,29.8222
2.44,29.8213,0.0,29.8213
2.448,29.8205,0.0,29.8205
2.456,29.8197,0.0,29.8197
2.464,29.8189,0.0,29.8189
2.472,29.818,0.0,29.818
2.48,29.8172,0.0,29.8172
2.488,29.8164,0.0,29.8164
2.496,29.8155,0.0,29.8155
2.504,29.8147,0.0,29.8147
2.512,29.8138,0.0,29.8138
2.52,29.813,0.0,29.813
2.528,29.8122,0.0,29.8122
2.536,29.8113,0.0,29.8113
2.544,29.8105,0.0,29.8105
2.552,29.8096,0.0,29.8096
2.56,29.8088,0.0,29.8088
2.568,29.8079,0.0,29.8079
2.576,29.8071,0.0,29.8071
2.584,29.8062,0.0,29.8062
2.592,29.8053,0.0,29.8053
2.6,29.8045,0.0,29.8045
2.608,29.8036,0.0,29.8036
2.616,29.8028,0.0,29.8028
2.624,29.8019,0.0,29.8019
2.632,29.801,0.0,29.801
2.64,29.8002,0.0,29.8002
2.648,29.7993,0.0,29.7993
2.656,29.7984,0.0,29.7984
2.664,29.7976,0.0,29.7976
2.672,29.7967,0.0,29.7967
2.68,29.7958,0.0,29.7958
2.688,29.795,0.0,29.795
2.696,29.7941,0.0,29.7941
2.704,29.7932,0.0,29.7932
2.712,29.7923,0.0,29.7923
2.72,29.7914,0.0,29.7914
2.728,29.7906,0.0,29.7906
2.736,29.7897,0.0,29.7897
2.744,29.7888,0.0,29.7888
2.7520000000000002,29.7879,0.0,29.7879
2.7600000000000002,29.787,0.0,29.787
2.7680000000000002,29.7861,0.0,29.7861
2.7760000000000002,29.7852,0.0,29.7852
2.7840000000000003,29.7843,0.0,29.7843
2.7920000000000003,29.7834,0.0,29.7834
2.8000000000000003,29.7825,0.0,29.7825
2.8080000000000003,29.7816,0.0,29.7816
2.816,29.7807,0.0,29.7807
2.824,29.7798,0.0,29.7798
2.832,29.7789,0.0,29.7789
2.84,29.778,0.0,29.778
2.848,29.7771,0.0,29.7771
2.856,29.7762,0.0,29.7762
2.864,29.7753,0.0,29.7753
2.872,29.7744,0.0,29.7744
2.88,29.7735,0.0,29.7735
2.888,29.7726,0.0,29.7726
2.896,29.7717,0.0,29.7717
2.904,29.7707,0.0,29.7707
2.912,29.7698,0.0,29.7698
2.92,29.7689,0.0,29.7689
2.928,29.768,0.0,29.768
2.936,29.7671,0.0,29.7671
2.944,29.7661,0.0,29.7661
2.952,29.7652,0.0,29.7652
2.96,29.7643,0.0,29.7643
2.968,29.7633,0.0,29.7633
2.976,29.7624,0.0,29.7624
2.984,29.7615,0.0,29.7615
2.992,29.7605,0.0,29.7605
3.0,29.7596,0.0,29.7596
3.008,29.7587,0.0,29.7587
3.016,29.7577,0.0,29.7577
3.024,29.7568,0.0,29.7568
3.032,29.7558,0.0,29.7558
3.04,29.7549,0.0,29.7549
3.048,29.754,0.0,29.754
3.056,29.753,0.0,29.753
3.064,29.7521,0.0,29.7521
3.072,29.7511,0.0,29.7511
3.08,29.7502,0.0,29.7502
3.088,29.7492,0.0,29.7492
3.096,29.7483,0.0,29.7483
3.104,29.7473,0.0,29.7473
3.112,29.7463,0.0,29.7463
3.12,29.7454,0.0,29.7454
3.128,29.7444,0.0,29.7444
3.136,29.7435,0.0,29.7435
3.144,29.7425,0.0,29.7425
3.152,29.7415,0.0,29.7415
3.16,29.7406,0.0,29.7406
3.168,29.7396,0.0,29.7396
3.176,29.7386,0.0,29.7386
3.184,29.7376,0.0,29.7376
3.192,29.7367,0.0,29.7367
3.2,29.7357,0.0,29.7357
3.208,29.7347,0.0,29.7347
3.216,29.7337,0.0,29.7337
3.224,29.7328,0.0,29.7328
3.232,29.7318,0.0,29.7318
3.24,29.7308,0.0,29.7308
3.248,29.7298,0.0,29.7298
3.2560000000000002,29.7288,0.0,29.7288
3.2640000000000002,29.7278,0.0,29.7278
3.2720000000000002,29.7269,0.0,29.7269
3.2800000000000002,29.7259,0.0,29.7259
3.2880000000000003,29.7249,0.0,29.7249
3.2960000000000003,29.7239,0.0,29.7239
3.3040000000000003,29.7229,0.0,29.7229
3.3120000000000003,29.7219,0.0,29.7219
3.3200000000000003,29.7209,0.0,29.7209
3.3280000000000003,29.7199,0.0,29.7199
3.336,29.7189,0.0,29.7189
3.344,29.7179,0.0,29.7179
3.352,29.7169,0.0,29.7169
3.36,29.7159,0.0,29.7159
3.368,29.7149,0.0,29.7149
3.376,29.7139,0.0,29.7139
3.384,29.7128,0.0,29.7128
3.392,29.7118,0.0,29.7118
3.4,29.7108,0.0,29.7108
3.408,29.7098,0.0,29.7098
3.416,29.7088,0.0,29.7088
3.424,29.7078,0.0,29.7078
3.432,29.7067,0.0,29.7067
3.44,29.7057,0.0,29.7057
3.448,29.7047,0.0,29.7047
3.456,29.7037,0.0,29.7037
3.464,29.7026,0.0,29.7026
3.472,29.7016,0.0,29.7016
3.48,29.7006,0.0,29.7006
3.488,29.6996,0.0,29.6996
3.496,29.6985,0.0,29.6985
3.504,29.6975,0.0,29.6975
3.512,29.6965,0.0,29.6965
3.52,29.6954,0.0,29.6954
3.528,29.6944,0.0,29.6944
3.536,29.6933,0.0,29.6933
3.544,29.6923,0.0,29.6923
3.552,29.6913,0.0,29.6913
3.56,29.6902,0.0,29.6902
3.568,29.6892,0.0,29.6892
3.576,29.6881,0.0,29.6881
3.584,29.6871,0.0,29.6871
3.592,29.686,0.0,29.686
3.6,29.685,0.0,29.685
3.608,29.6839,0.0,29.6839
3.616,29.6829,0.0,29.6829
3.624,29.6818,0.0,29.6818
3.632,29.6807,0.0,29.6807
3.64,29.6797,0.0,29.6797
3.648,29.6786,0.0,29.6786
3.656,29.6776,0.0,29.6776
3.664,29.6765,0.0,29.6765
3.672,29.6754,0.0,29.6754
3.68,29.6744,0.0,29.6744
3.688,29.6733,0.0,29.6733
3.696,29.6722,0.0,29.6722
3.704,29.6711,0.0,29.6711
3.712,29.6701,0.0,29.6701
3.72,29.669,0.0,29.669
3.728,29.6679,0.0,29.6679
3.736,29.6668,0.0,29.6668
3.744,29.6658,0.0,29.6658
3.7520000000000002,29.6647,0.0,29.6647
3.7600000000000002,29.6636,0.0,29.6636
3.7680000000000002,29.6625,0.0,29.6625
3.7760000000000002,29.6614,0.0,29.6614
3.7840000000000003,29.6603,0.0,29.6603
3.7920000000000003,29.6592,0.0,29.6592
3.8000000000000003,29.6581,0.0,29.6581
3.8080000000000003,29.6571,0.0,29.6571
3.8160000000000003,29.656,0.0,29.656
3.8240000000000003,29.6549,0.0,29.6549
3.8320000000000003,29.6538,0.0,29.6538
3.84,29.6527,0.0,29.6527
3.848,29.6516,0.0,29.6516
3.856,29.6505,0.0,29.6505
3.864,29.6494,0.0,29.6494
3.872,29.6483,0.0,29.6483
3.88,29.6471,0.0,29.6471
3.888,29.646,0.0,29.646
3.896,29.6449,0.0,29.6449
3.904,29.6438,0.0,29.6438
3.912,29.6427,0.0,29.6427
3.92,29.6416,0.0,29.6416
3.928,29.6405,0.0,29.6405
3.936,29.6394,0.0,29.6394
3.944,29.6382,0.0,29.6382
3.952,29.6371,0.0,29.6371
3.96,29.636,0.0,29.636
3.968,29.6349,0.0,29.6349
3.976,29.6337,0.0,29.6337
3.984,29.6326,0.0,29.6326
3.992,29.6315,0.0,29.6315
4.0,29.6304,0.0,29.6304
4.008,29.6292,0.0,29.6292
4.016,29.6281,0.0,29.6281
4.024,29.627,0.0,29.627
4.032,29.6258,0.0,29.6258
4.04,29.6247,0.0,29.6247
4.048,29.6235,0.0,29.6235
4.056,29.6224,0.0,29.6224
4.064,29.6213,0.0,29.6213
4.072,29.6201,0.0,29.6201
4.08,29.619,0.0,29.619
4.088,29.6178,0.0,29.6178
4.096,29.6167,0.0,29.6167
4.104,29.6155,0.0,29.6155
4.112,29.6144,0.0,29.6144
4.12,29.6132,0.0,29.6132
4.128,29.6121,0.0,29.6121
4.136,29.6109,0.0,29.6109
4.144,29.6098,0.0,29.6098
4.152,29.6086,0.0,29.6086
4.16,29.6074,0.0,29.6074
4.168,29.6063,0.0,29.6063
4.176,29.6051,0.0,29.6051
4.184,29.6039,0.0,29.6039
4.192,29.6028,0.0,29.6028
4.2,29.6016,0.0,29.6016
4.208,29.6004,0.0,29.6004
4.216,29.5993,0.0,29.5993
4.224,29.5981,0.0,29.5981
4.232,29.5969,0.0,29.5969
4.24,29.5957,0.0,29.5957
4.248,29.5946,0.0,29.5946
4.256,29.5934,0.0,29.5934
4.264,29.5922,0.0,29.5922
4.272,29.591,0.0,29.591
4.28,29.5898,0.0,29.5898
4.288,29.5887,0.0,29.5887
4.296,29.5875,0.0,29.5875
4.304,29.5863,0.0,29.5863
4.312,29.5851,0.0,29.5851
4.32,29.5839,0.0,29.5839
4.328,29.5827,0.0,29.5827
4.336,29.5815,0.0,29.5815
4.344,29.5803,0.0,29.5803
4.352,29.5791,0.0,29.5791
4.36,29.5779,0.0,29.5779
4.368,29.5767,0.0,29.5767
4.376,29.5755,0.0,29.5755
4.384,29.5743,0.0,29.5743
4.392,29.5731,0.0,29.5731
4.4,29.5719,0.0,29.5719
4.408,29.5707,0.0,29.5707
4.416,29.5695,0.0,29.5695
4.424,29.5683,0.0,29.5683
4.432,29.5671,0.0,29.5671
4.44,29.5658,0.0,29.5658
4.448,29.5646,0.0,29.5646
4.456,29.5634,0.0,29.5634
4.464,29.5622,0.0,29.5622
4.472,29.561,0.0,29.561
4.48,29.5597,0.0,29.5597
4.488,29.5585,0.0,29.5585
4.496,29.5573,0.0,29.5573
4.5040000000000004,29.5561,0.0,29.5561
4.5120000000000005,29.5548,0.0,29.5548
4.5200000000000005,29.5536,0.0,29.5536
4.5280000000000005,29.5524,0.0,29.5524
4.5360000000000005,29.5511,0.0,29.5511
4.5440000000000005,29.5499,0.0,29.5499
4.5520000000000005,29.5487,0.0,29.5487
4.5600000000000005,29.5474,0.0,29.5474
4.5680000000000005,29.5462,0.0,29.5462
4.5760000000000005,29.545,0.0,29.545
4.5840000000000005,29.5437,0.0,29.5437
4.5920000000000005,29.5425,0.0,29.5425
4.6000000000000005,29.5412,0.0,29.5412
4.6080000000000005,29.54,0.0,29.54
4.616,29.5387,0.0,29.5387
4.624,29.5375,0.0,29.5375
4.632,29.5362,0.0,29.5362
4.64,29.535,0.0,29.535
4.648,29.5337,0.0,29.5337
4.656,29.5325,0.0,29.5325
4.664,29.5312,0.0,29.5312
4.672,29.53,0.0,29.53
4.68,29.5287,0.0,29.5287
4.688,29.5274,0.0,29.5274
4.696,29.5262,0.0,29.5262
4.704,29.5249,0.0,29.5249
4.712,29.5236,0.0,29.5236
4.72,29.5224,0.0,29.5224
4.728,29.5211,0.0,29.5211
4.736,29.5198,0.0,29.5198
4.744,29.5186,0.0,29.5186
4.752,29.5173,0.0,29.5173
4.76,29.516,0.0,29.516
4.768,29.5147,0.0,29.5147
4.776,29.5135,0.0,29.5135
4.784,29.5122,0.0,29.5122
4.792,29.5109,0.0,29.5109
4.8,29.5096,0.0,29.5096
4.808,29.5083,0.0,29.5083
4.816,29.507,0.0,29.507
4.824,29.5057,0.0,29.5057
4.832,29.5045,0.0,29.5045
4.84,29.5032,0.0,29.5032
4.848,29.5019,0.0,29.5019
4.856,29.5006,0.0,29.5006
4.864,29.4993,0.0,29.4993
4.872,29.498,0.0,29.498
4.88,29.4967,0.0,29.4967
4.888,29.4954,0.0,29.4954
4.896,29.4941,0.0,29.4941
4.904,29.4928,0.0,29.4928
4.912,29.4915,0.0,29.4915
4.92,29.4902,0.0,29.4902
4.928,29.4889,0.0,29.4889
4.936,29.4876,0.0,29.4876
4.944,29.4863,0.0,29.4863
4.952,29.4849,0.0,29.4849
4.96,29.4836,0.0,29.4836
4.968,29.4823,0.0,29.4823
4.976,29.481,0.0,29.481
4.984,29.4797,0.0,29.4797
4.992,29.4784,0.0,29.4784
5.0,29.477,0.0,29.477
5.008,29.4757,0.0,29.4757
5.016,29.4744,0.0,29.4744
5.024,29.4731,0.0,29.4731
5.032,29.4717,0.0,29.4717
5.04,29.4704,0.0,29.4704
5.048,29.4691,0.0,29.4691
5.056,29.4677,0.0,29.4677
5.064,29.4664,0.0,29.4664
5.072,29.4651,0.0,29.4651
5.08,29.4637,0.0,29.4637
5.088,29.4624,0.0,29.4624
5.096,29.4611,0.0,29.4611
5.104,29.4597,0.0,29.4597
5.112,29.4584,0.0,29.4584
5.12,29.457,0.0,29.457
5.128,29.4557,0.0,29.4557
5.136,29.4543,0.0,29.4543
5.144,29.453,0.0,29.453
5.152,29.4516,0.0,29.4516
5.16,29.4503,0.0,29.4503
5.168,29.4489,0.0,29.4489
5.176,29.4476,0.0,29.4476
5.184,29.4462,0.0,29.4462
5.192,29.4449,0.0,29.4449
5.2,29.4435,0.0,29.4435
5.208,29.4422,0.0,29.4422
5.216,29.4408,0.0,29.4408
5.224,29.4394,0.0,29.4394
5.232,29.4381,0.0,29.4381
5.24,29.4367,0.0,29.4367
5.248,29.4353,0.0,29.4353
5.256,29.434,0.0,29.434
5.264,29.4326,0.0,29.4326
5.272,29.4312,0.0,29.4312
5.28,29.4298,0.0,29.4298
5.288,29.4285,0.0,29.4285
5.296,29.4271,0.0,29.4271
5.304,29.4257,0.0,29.4257
5.312,29.4243,0.0,29.4243
5.32,29.4229,0.0,29.4229
5.328,29.4216,0.0,29.4216
5.336,29.4202,0.0,29.4202
5.344,29.4188,0.0,29.4188
5.352,29.4174,0.0,29.4174
5.36,29.416,0.0,29.416
5.368,29.4146,0.0,29.4146
5.376,29.4132,0.0,29.4132
5.384,29.4118,0.0,29.4118
5.392,29.4104,0.0,29.4104
5.4,29.409,0.0,29.409
5.408,29.4077,0.0,29.4077
5.416,29.4063,0.0,29.4063
5.424,29.4048,0.0,29.4048
5.432,29.4034,0.0,29.4034
5.44,29.402,0.0,29.402
5.448,29.4006,0.0,29.4006
5.456,29.3992,0.0,29.3992
5.464,29.3978,0.0,29.3978
5.472,29.3964,0.0,29.3964
5.48,29.395,0.0,29.395
5.488,29.3936,0.0,29.3936
5.496,29.3922,0.0,29.3922
5.5040000000000004,29.3908,0.0,29.3908
5.5120000000000005,29.3893,0.0,29.3893
5.5200000000000005,29.3879,0.0,29.3879
5.5280000000000005,29.3865,0.0,29.3865
5.5360000000000005,29.3851,0.0,29.3851
5.5440000000000005,29.3837,0.0,29.3837
5.5520000000000005,29.3822,0.0,29.3822
5.5600000000000005,29.3808,0.0,29.3808
5.5680000000000005,29.3794,0.0,29.3794
5.5760000000000005,29.3779,0.0,29.3779
5.5840000000000005,29.3765,0.0,29.3765
5.5920000000000005,29.3751,0.0,29.3751
5.6000000000000005,29.3736,0.0,29.3736
5.6080000000000005,29.3722,0.0,29.3722
5.6160000000000005,29.3708,0.0,29.3708
5.6240000000000006,29.3693,0.0,29.3693
5.632,29.3679,0.0,29.3679
5.64,29.3664,0.0,29.3664
5.648,29.365,0.0,29.365
5.656,29.3636,0.0,29.3636
5.664,29.3621,0.0,29.3621
5.672,29.3607,0.0,29.3607
5.68,29.3592,0.0,29.3592
5.688,29.3578,0.0,29.3578
5.696,29.3563,0.0,29.3563
5.704,29.3549,0.0,29.3549
5.712,29.3534,0.0,29.3534
5.72,29.3519,0.0,29.3519
5.728,29.3505,0.0,29.3505
5.736,29.349,0.0,29.349
5.744,29.3476,0.0,29.3476
5.752,29.3461,0.0,29.3461
5.76,29.3446,0.0,29.3446
5.768,29.3432,0.0,29.3432
5.776,29.3417,0.0,29.3417
5.784,29.3402,0.0,29.3402
5.792,29.3388,0.0,29.3388
5.8,29.3373,0.0,29.3373
5.808,29.3358,0.0,29.3358
5.816,29.3344,0.0,29.3344
5.824,29.3329,0.0,29.3329
5.832,29.3314,0.0,29.3314
5.84,29.3299,0.0,29.3299
5.848,29.3284,0.0,29.3284
5.856,29.327,0.0,29.327
5.864,29.3255,0.0,29.3255
5.872,29.324,0.0,29.324
5.88,29.3225,0.0,29.3225
5.888,29.321,0.0,29.321
5.896,29.3195,0.0,29.3195
5.904,29.318,0.0,29.318
5.912,29.3165,0.0,29.3165
5.92,29.315,0.0,29.315
5.928,29.3135,0.0,29.3135
5.936,29.3121,0.0,29.3121
5.944,29.3106,0.0,29.3106
5.952,29.3091,0.0,29.3091
5.96,29.3076,0.0,29.3076
5.968,29.306,0.0,29.306
5.976,29.3045,0.0,29.3045
5.984,29.303,0.0,29.303
5.992,29.3015,0.0,29.3015
6.0,29.3,0.0,29.3
6.008,29.2985,0.0,29.2985
6.016,29.297,0.0,29.297
6.024,29.2955,0.0,29.2955
6.032,29.294,0.0,29.294
6.04,29.2925,0.0,29.2925
