,time_min,intensity_mV
1522,12.68333,119
1523,12.69167,150
1524,12.7,184
1525,12.70833,221
1526,12.71667,262
1527,12.725,307
1528,12.73333,357
1529,12.74167,410
1530,12.75,469
1531,12.75833,531
1532,12.76667,599
1533,12.775,671
1534,12.78333,749
1535,12.79167,833
1536,12.8,922
1537,12.80833,1018
1538,12.81667,1121
1539,12.825,1231
1540,12.83333,1348
1541,12.84167,1474
1542,12.85,1610
1543,12.85833,1755
1544,12.86667,1912
1545,12.875,2082
1546,12.88333,2266
1547,12.89167,2466
1548,12.9,2682
1549,12.90833,2917
1550,12.91667,3172
1551,12.925,3451
1552,12.93333,3754
1553,12.94167,4085
1554,12.95,4445
1555,12.95833,4837
1556,12.96667,5264
1557,12.975,5729
1558,12.98333,6233
1559,12.99167,6778
1560,13.0,7366
1561,13.00833,8000
1562,13.01667,8681
1563,13.025,9410
1564,13.03333,10188
1565,13.04167,11015
1566,13.05,11892
1567,13.05833,12818
1568,13.06667,13792
1569,13.075,14813
1570,13.08333,15878
1571,13.09167,16985
1572,13.1,18132
1573,13.10833,19314
1574,13.11667,20528
1575,13.125,21770
1576,13.13333,23035
1577,13.14167,24318
1578,13.15,25615
1579,13.15833,26919
1580,13.16667,28226
1581,13.175,29531
1582,13.18333,30827
1583,13.19167,32111
1584,13.2,33376
1585,13.20833,34619
1586,13.21667,35835
1587,13.225,37020
1588,13.23333,38170
1589,13.24167,39282
1590,13.25,40353
1591,13.25833,41380
1592,13.26667,42361
1593,13.275,43295
1594,13.28333,44179
1595,13.29167,45013
1596,13.3,45797
1597,13.30833,46529
1598,13.31667,47210
1599,13.325,47840
1600,13.33333,48419
1601,13.34167,48948
1602,13.35,49428
1603,13.35833,49859
1604,13.36667,50242
1605,13.375,50579
1606,13.38333,50871
1607,13.39167,51120
1608,13.4,51327
1609,13.40833,51492
1610,13.41667,51618
1611,13.425,51706
1612,13.43333,51759
1613,13.44167,51778
1614,13.45,51763
1615,13.45833,51718
1616,13.46667,51643
1617,13.475,51542
1618,13.48333,51416
1619,13.49167,51267
1620,13.5,51097
1621,13.50833,50907
1622,13.51667,50701
1623,13.525,50480
1624,13.53333,50247
1625,13.54167,50003
1626,13.55,49752
1627,13.55833,49494
1628,13.56667,49232
1629,13.575,48969
1630,13.58333,48706
1631,13.59167,48445
1632,13.6,48189
1633,13.60833,47939
1634,13.61667,47698
1635,13.625,47467
1636,13.63333,47247
1637,13.64167,47041
1638,13.65,46849
1639,13.65833,46672
1640,13.66667,46513
1641,13.675,46372
1642,13.68333,46249
1643,13.69167,46147
1644,13.7,46066
1645,13.70833,46006
1646,13.71667,45968
1647,13.725,45952
1648,13.73333,45959
1649,13.74167,45989
1650,13.75,46042
1651,13.75833,46117
1652,13.76667,46216
1653,13.775,46338
1654,13.78333,46483
1655,13.79167,46651
1656,13.8,46842
1657,13.80833,47054
1658,13.81667,47288
1659,13.825,47544
1660,13.83333,47820
1661,13.84167,48116
1662,13.85,48433
1663,13.85833,48769
1664,13.86667,49124
1665,13.875,49497
1666,13.88333,49889
1667,13.89167,50299
1668,13.9,50725
1669,13.90833,51169
1670,13.91667,51628
1671,13.925,52103
1672,13.93333,52594
1673,13.94167,53099
1674,13.95,53618
1675,13.95833,54151
1676,13.96667,54698
1677,13.975,55258
1678,13.98333,55831
1679,13.99167,56416
1680,14.0,57013
1681,14.00833,57622
1682,14.01667,58242
1683,14.025,58874
1684,14.03333,59517
1685,14.04167,60171
1686,14.05,60835
1687,14.05833,61510
1688,14.06667,62196
1689,14.075,62891
1690,14.08333,63595
1691,14.09167,64310
1692,14.1,65034
1693,14.10833,65766
1694,14.11667,66506
1695,14.125,67253
1696,14.13333,68003
1697,14.14167,68755
1698,14.15,69505
1699,14.15833,70248
1700,14.16667,70976
1701,14.175,71682
1702,14.18333,72358
1703,14.19167,72995
1704,14.2,73581
1705,14.20833,74108
1706,14.21667,74565
1707,14.225,74941
1708,14.23333,75229
1709,14.24167,75421
1710,14.25,75511
1711,14.25833,75494
1712,14.26667,75367
1713,14.275,75129
1714,14.28333,74778
1715,14.29167,74315
1716,14.3,73741
1717,14.30833,73057
1718,14.31667,72266
1719,14.325,71369
1720,14.33333,70365
1721,14.34167,69256
1722,14.35,68041
1723,14.35833,66718
1724,14.36667,65287
1725,14.375,63746
1726,14.38333,62095
1727,14.39167,60331
1728,14.4,58455
1729,14.40833,56469
1730,14.41667,54377
1731,14.425,52185
1732,14.43333,49901
1733,14.44167,47537
1734,14.45,45107
1735,14.45833,42627
1736,14.46667,40115
1737,14.475,37592
1738,14.48333,35078
1739,14.49167,32594
1740,14.5,30161
1741,14.50833,27798
1742,14.51667,25521
1743,14.525,23346
1744,14.53333,21284
1745,14.54167,19345
1746,14.55,17534
1747,14.55833,15856
1748,14.56667,14310
1749,14.575,12896
1750,14.58333,11608
1751,14.59167,10443
1752,14.6,9393
1753,14.60833,8451
1754,14.61667,7609
1755,14.625,6859
1756,14.63333,6193
1757,14.64167,5602
1758,14.65,5079
1759,14.65833,4617
1760,14.66667,4209
1761,14.675,3850
1762,14.68333,3532
1763,14.69167,3252
1764,14.7,3005
1765,14.70833,2787
1766,14.71667,2594
1767,14.725,2423
1768,14.73333,2271
1769,14.74167,2136
1770,14.75,2016
1771,14.75833,1908
1772,14.76667,1811
1773,14.775,1724
1774,14.78333,1645
1775,14.79167,1574
1776,14.8,1509
1777,14.80833,1450
1778,14.81667,1397
1779,14.825,1347
1780,14.83333,1302
1781,14.84167,1261
1782,14.85,1223
1783,14.85833,1187
1784,14.86667,1153
1785,14.875,1122
1786,14.88333,1093
1787,14.89167,1066
1788,14.9,1040
1789,14.90833,1016
1790,14.91667,994
1791,14.925,972
1792,14.93333,952
1793,14.94167,933
1794,14.95,914
1795,14.95833,897
1796,14.96667,880
1797,14.975,864
1798,14.98333,849
1799,14.99167,835
1800,15.0,821
1801,15.00833,807
1802,15.01667,794
1803,15.025,782
1804,15.03333,771
1805,15.04167,760
1806,15.05,750
1807,15.05833,741
1808,15.06667,732
1809,15.075,725
1810,15.08333,719
1811,15.09167,713
1812,15.1,709
1813,15.10833,707
1814,15.11667,706
1815,15.125,708
1816,15.13333,713
1817,15.14167,720
1818,15.15,731
1819,15.15833,746
1820,15.16667,767
1821,15.175,794
1822,15.18333,827
1823,15.19167,868
1824,15.2,918
1825,15.20833,978
1826,15.21667,1050
1827,15.225,1135
1828,15.23333,1234
1829,15.24167,1350
1830,15.25,1483
1831,15.25833,1636
1832,15.26667,1810
1833,15.275,2006
1834,15.28333,2227
1835,15.29167,2473
1836,15.3,2747
1837,15.30833,3050
1838,15.31667,3383
1839,15.325,3746
1840,15.33333,4141
1841,15.34167,4568
1842,15.35,5027
1843,15.35833,5518
1844,15.36667,6040
1845,15.375,6594
1846,15.38333,7177
1847,15.39167,7788
1848,15.4,8425
1849,15.40833,9086
1850,15.41667,9768
1851,15.425,10469
1852,15.43333,11186
1853,15.44167,11914
1854,15.45,12652
1855,15.45833,13396
1856,15.46667,14142
1857,15.475,14887
1858,15.48333,15626
1859,15.49167,16357
1860,15.5,17076
1861,15.50833,17779
1862,15.51667,18464
1863,15.525,19129
1864,15.53333,19770
1865,15.54167,20385
1866,15.55,20972
1867,15.55833,21530
1868,15.56667,22056
1869,15.575,22551
1870,15.58333,23013
1871,15.59167,23441
1872,15.6,23835
1873,15.60833,24196
1874,15.61667,24522
1875,15.625,24815
1876,15.63333,25075
1877,15.64167,25301
1878,15.65,25496
1879,15.65833,25658
1880,15.66667,25788
1881,15.675,25888
1882,15.68333,25958
1883,15.69167,25998
1884,15.7,26009
1885,15.70833,25992
1886,15.71667,25947
1887,15.725,25875
1888,15.73333,25776
1889,15.74167,25650
1890,15.75,25499
1891,15.75833,25321
1892,15.76667,25119
1893,15.775,24892
1894,15.78333,24641
1895,15.79167,24366
1896,15.8,24069
1897,15.80833,23748
1898,15.81667,23405
1899,15.825,23041
1900,15.83333,22657
1901,15.84167,22255
1902,15.85,21834
1903,15.85833,21395
1904,15.86667,20940
1905,15.875,20471
1906,15.88333,19987
1907,15.89167,19492
1908,15.9,18986
1909,15.90833,18471
1910,15.91667,17948
1911,15.925,17419
1912,15.93333,16885
1913,15.94167,16347
1914,15.95,15809
1915,15.95833,15270
1916,15.96667,14731
1917,15.975,14196
1918,15.98333,13664
1919,15.99167,13138
1920,16.0,12618
1921,16.00833,12105
1922,16.01667,11601
1923,16.025,11106
1924,16.03333,10622
1925,16.04167,10149
1926,16.05,9688
1927,16.05833,9241
1928,16.06667,8806
1929,16.075,8386
1930,16.08333,7979
1931,16.09167,7587
1932,16.1,7210
1933,16.10833,6849
1934,16.11667,6503
1935,16.125,6173
1936,16.13333,5860
1937,16.14167,5563
1938,16.15,5283
1939,16.15833,5019
1940,16.16667,4773
1941,16.175,4544
1942,16.18333,4332
1943,16.19167,4139
1944,16.2,3964
1945,16.20833,3808
1946,16.21667,3671
1947,16.225,3554
1948,16.23333,3458
1949,16.24167,3382
1950,16.25,3328
1951,16.25833,3296
1952,16.26667,3287
1953,16.275,3302
1954,16.28333,3341
1955,16.29167,3404
1956,16.3,3492
1957,16.30833,3606
1958,16.31667,3746
1959,16.325,3911
1960,16.33333,4103
1961,16.34167,4320
1962,16.35,4563
1963,16.35833,4831
1964,16.36667,5124
1965,16.375,5441
1966,16.38333,5780
1967,16.39167,6141
1968,16.4,6522
1969,16.40833,6921
1970,16.41667,7337
1971,16.425,7767
1972,16.43333,8210
1973,16.44167,8664
1974,16.45,9125
1975,16.45833,9592
1976,16.46667,10063
1977,16.475,10535
1978,16.48333,11005
1979,16.49167,11472
1980,16.5,11933
1981,16.50833,12386
1982,16.51667,12828
1983,16.525,13259
1984,16.53333,13677
1985,16.54167,14080
1986,16.55,14466
1987,16.55833,14835
1988,16.56667,15186
1989,16.575,15518
1990,16.58333,15830
1991,16.59167,16122
1992,16.6,16393
1993,16.60833,16643
1994,16.61667,16873
1995,16.625,17083
1996,16.63333,17273
1997,16.64167,17443
1998,16.65,17592
1999,16.65833,17723
2000,16.66667,17834
2001,16.675,17927
2002,16.68333,18002
2003,16.69167,18059
2004,16.7,18098
2005,16.70833,18120
2006,16.71667,18125
2007,16.725,18114
2008,16.73333,18087
2009,16.74167,18043
2010,16.75,17983
2011,16.75833,17907
2012,16.76667,17815
2013,16.775,17708
2014,16.78333,17585
2015,16.79167,17446
2016,16.8,17293
2017,16.80833,17125
2018,16.81667,16943
2019,16.825,16746
2020,16.83333,16536
2021,16.84167,16312
2022,16.85,16076
2023,16.85833,15828
2024,16.86667,15569
2025,16.875,15299
2026,16.88333,15020
2027,16.89167,14733
2028,16.9,14440
2029,16.90833,14141
2030,16.91667,13839
2031,16.925,13534
2032,16.93333,13229
2033,16.94167,12924
2034,16.95,12623
2035,16.95833,12326
2036,16.96667,12037
2037,16.975,11756
2038,16.98333,11487
2039,16.99167,11230
2040,17.0,10989
2041,17.00833,10765
2042,17.01667,10560
2043,17.025,10376
2044,17.03333,10215
2045,17.04167,10080
2046,17.05,9970
2047,17.05833,9887
2048,17.06667,9833
2049,17.075,9809
2050,17.08333,9816
2051,17.09167,9853
2052,17.1,9921
2053,17.10833,10020
2054,17.11667,10149
2055,17.125,10309
2056,17.13333,10498
2057,17.14167,10715
2058,17.15,10958
2059,17.15833,11226
2060,17.16667,11517
2061,17.175,11829
2062,17.18333,12160
2063,17.19167,12507
2064,17.2,12867
2065,17.20833,13238
2066,17.21667,13618
2067,17.225,14003
2068,17.23333,14391
2069,17.24167,14780
2070,17.25,15167
2071,17.25833,15550
2072,17.26667,15926
2073,17.275,16294
2074,17.28333,16651
2075,17.29167,16996
2076,17.3,17327
2077,17.30833,17643
2078,17.31667,17943
2079,17.325,18227
2080,17.33333,18493
2081,17.34167,18741
2082,17.35,18971
2083,17.35833,19183
2084,17.36667,19376
2085,17.375,19551
2086,17.38333,19707
2087,17.39167,19846
2088,17.4,19967
2089,17.40833,20071
2090,17.41667,20158
2091,17.425,20229
2092,17.43333,20283
2093,17.44167,20322
2094,17.45,20345
2095,17.45833,20353
2096,17.46667,20345
2097,17.475,20323
2098,17.48333,20285
2099,17.49167,20234
2100,17.5,20168
2101,17.50833,20088
2102,17.51667,19993
2103,17.525,19883
2104,17.53333,19759
2105,17.54167,19621
2106,17.55,19468
2107,17.55833,19300
2108,17.56667,19118
2109,17.575,18921
2110,17.58333,18710
2111,17.59167,18484
2112,17.6,18245
2113,17.60833,17991
2114,17.61667,17724
2115,17.625,17444
2116,17.63333,17151
2117,17.64167,16845
2118,17.65,16528
2119,17.65833,16200
2120,17.66667,15862
2121,17.675,15515
2122,17.68333,15158
2123,17.69167,14794
2124,17.7,14423
2125,17.70833,14046
2126,17.71667,13663
2127,17.725,13277
2128,17.73333,12888
2129,17.74167,12497
2130,17.75,12104
2131,17.75833,11712
2132,17.76667,11321
2133,17.775,10931
2134,17.78333,10544
2135,17.79167,10160
2136,17.8,9780
2137,17.80833,9406
2138,17.81667,9037
2139,17.825,8674
2140,17.83333,8319
2141,17.84167,7970
2142,17.85,7630
2143,17.85833,7299
2144,17.86667,6976
2145,17.875,6663
2146,17.88333,6358
2147,17.89167,6063
2148,17.9,5779
2149,17.90833,5504
2150,17.91667,5240
2151,17.925,4985
2152,17.93333,4740
2153,17.94167,4505
2154,17.95,4280
2155,17.95833,4065
2156,17.96667,3859
2157,17.975,3663
2158,17.98333,3476
2159,17.99167,3299
2160,18.0,3130
2161,18.00833,2969
2162,18.01667,2816
2163,18.025,2672
2164,18.03333,2535
2165,18.04167,2405
2166,18.05,2283
2167,18.05833,2167
2168,18.06667,2058
2169,18.075,1956
2170,18.08333,1859
2171,18.09167,1767
2172,18.1,1681
2173,18.10833,1601
2174,18.11667,1525
2175,18.125,1454
2176,18.13333,1387
2177,18.14167,1324
2178,18.15,1265
2179,18.15833,1210
2180,18.16667,1158
2181,18.175,1109
2182,18.18333,1063
2183,18.19167,1020
2184,18.2,980
2185,18.20833,942
2186,18.21667,906
2187,18.225,873
2188,18.23333,843
2189,18.24167,813
2190,18.25,786
2191,18.25833,759
2192,18.26667,734
2193,18.275,711
2194,18.28333,689
2195,18.29167,668
2196,18.3,649
2197,18.30833,631
2198,18.31667,613
2199,18.325,597
2200,18.33333,581
2201,18.34167,566
2202,18.35,552
2203,18.35833,539
2204,18.36667,526
2205,18.375,515
2206,18.38333,504
2207,18.39167,493
2208,18.4,483
2209,18.40833,473
2210,18.41667,463
2211,18.425,454
2212,18.43333,445
2213,18.44167,437
2214,18.45,429
2215,18.45833,421
2216,18.46667,414
2217,18.475,407
2218,18.48333,401
2219,18.49167,394
2220,18.5,388
2221,18.50833,382
2222,18.51667,376
2223,18.525,371
2224,18.53333,366
2225,18.54167,360
2226,18.55,355
2227,18.55833,350
2228,18.56667,345
2229,18.575,340
2230,18.58333,336
2231,18.59167,332
2232,18.6,328
2233,18.60833,324
2234,18.61667,320
2235,18.625,317
2236,18.63333,314
2237,18.64167,311
2238,18.65,308
2239,18.65833,305
2240,18.66667,301
2241,18.675,298
2242,18.68333,295
2243,18.69167,292
2244,18.7,289
2245,18.70833,286
2246,18.71667,284
2247,18.725,281
2248,18.73333,279
2249,18.74167,277
2250,18.75,274
2251,18.75833,272
2252,18.76667,269
2253,18.775,267
2254,18.78333,265
2255,18.79167,263
2256,18.8,262
2257,18.80833,260
2258,18.81667,259
2259,18.825,257
2260,18.83333,256
2261,18.84167,254
2262,18.85,253
2263,18.85833,251
2264,18.86667,250
2265,18.875,248
2266,18.88333,247
2267,18.89167,245
2268,18.9,244
2269,18.90833,243
2270,18.91667,242
2271,18.925,241
2272,18.93333,240
2273,18.94167,239
2274,18.95,238
2275,18.95833,238
2276,18.96667,237
2277,18.975,236
2278,18.98333,235
2279,18.99167,234
2280,19.0,232
2281,19.00833,231
2282,19.01667,230
2283,19.025,230
2284,19.03333,229
2285,19.04167,228
2286,19.05,227
2287,19.05833,226
2288,19.06667,225
2289,19.075,224
2290,19.08333,223
2291,19.09167,223
2292,19.1,222
2293,19.10833,221
2294,19.11667,220
2295,19.125,220
2296,19.13333,219
2297,19.14167,218
2298,19.15,217
2299,19.15833,216
2300,19.16667,215
2301,19.175,214
2302,19.18333,214
2303,19.19167,213
2304,19.2,212
2305,19.20833,212
2306,19.21667,211
2307,19.225,211
2308,19.23333,210
2309,19.24167,209
2310,19.25,208
2311,19.25833,207
2312,19.26667,206
2313,19.275,205
2314,19.28333,204
2315,19.29167,203
2316,19.3,202
2317,19.30833,201
2318,19.31667,200
2319,19.325,198
2320,19.33333,198
2321,19.34167,197
2322,19.35,196
2323,19.35833,195
2324,19.36667,194
2325,19.375,194
2326,19.38333,193
2327,19.39167,192
2328,19.4,191
2329,19.40833,190
2330,19.41667,190
2331,19.425,189
2332,19.43333,187
2333,19.44167,186
2334,19.45,185
2335,19.45833,184
2336,19.46667,182
2337,19.475,181
2338,19.48333,180
2339,19.49167,179
2340,19.5,178
2341,19.50833,177
2342,19.51667,176
2343,19.525,175
2344,19.53333,175
2345,19.54167,174
2346,19.55,173
2347,19.55833,171
2348,19.56667,170
2349,19.575,169
2350,19.58333,168
2351,19.59167,167
2352,19.6,166
2353,19.60833,165
2354,19.61667,164
2355,19.625,163
2356,19.63333,162
2357,19.64167,161
2358,19.65,160
2359,19.65833,159
2360,19.66667,158
2361,19.675,157
2362,19.68333,156
2363,19.69167,155
2364,19.7,154
2365,19.70833,153
2366,19.71667,152
2367,19.725,151
2368,19.73333,150
2369,19.74167,149
2370,19.75,148
2371,19.75833,147
2372,19.76667,146
2373,19.775,145
2374,19.78333,144
2375,19.79167,143
2376,19.8,142
2377,19.80833,141
2378,19.81667,140
2379,19.825,139
2380,19.83333,139
2381,19.84167,138
2382,19.85,137
2383,19.85833,136
2384,19.86667,135
2385,19.875,135
2386,19.88333,135
2387,19.89167,134
2388,19.9,133
2389,19.90833,133
2390,19.91667,132
2391,19.925,131
2392,19.93333,130
2393,19.94167,129
2394,19.95,128
2395,19.95833,128
2396,19.96667,127
2397,19.975,126
2398,19.98333,125
2399,19.99167,125
2400,20.0,124
2401,20.00833,124
2402,20.01667,123
2403,20.025,123
2404,20.03333,122
2405,20.04167,121
2406,20.05,120
2407,20.05833,119
2408,20.06667,119
2409,20.075,118
2410,20.08333,117
2411,20.09167,116
2412,20.1,115
2413,20.10833,114
2414,20.11667,113
2415,20.125,112
2416,20.13333,111
2417,20.14167,111
2418,20.15,110
2419,20.15833,110
2420,20.16667,109
2421,20.175,108
2422,20.18333,108
2423,20.19167,107
2424,20.2,106
2425,20.20833,106
2426,20.21667,105
2427,20.225,104
2428,20.23333,104
2429,20.24167,103
2430,20.25,103
2431,20.25833,102
2432,20.26667,102
2433,20.275,101
2434,20.28333,100
2435,20.29167,100
2436,20.3,99
2437,20.30833,99
2438,20.31667,98
2439,20.325,98
2440,20.33333,97
2441,20.34167,96
2442,20.35,95
2443,20.35833,95
2444,20.36667,94
2445,20.375,93
2446,20.38333,93
2447,20.39167,93
2448,20.4,92
2449,20.40833,92
2450,20.41667,91
2451,20.425,90
2452,20.43333,90
2453,20.44167,89
2454,20.45,89
2455,20.45833,89
2456,20.46667,88
2457,20.475,88
2458,20.48333,87
2459,20.49167,87
2460,20.5,86
2461,20.50833,86
2462,20.51667,86
2463,20.525,86
2464,20.53333,85
2465,20.54167,84
2466,20.55,83
2467,20.55833,83
2468,20.56667,82
2469,20.575,81
2470,20.58333,81
2471,20.59167,80
2472,20.6,80
2473,20.60833,80
2474,20.61667,79
2475,20.625,79
2476,20.63333,79
2477,20.64167,79
2478,20.65,78
2479,20.65833,78
2480,20.66667,78
2481,20.675,77
2482,20.68333,77
2483,20.69167,77
2484,20.7,77
2485,20.70833,76
2486,20.71667,76
2487,20.725,75
2488,20.73333,74
2489,20.74167,74
2490,20.75,74
2491,20.75833,74
2492,20.76667,73
2493,20.775,73
2494,20.78333,73
2495,20.79167,72
2496,20.8,72
2497,20.80833,72
2498,20.81667,72
2499,20.825,71
2500,20.83333,71
2501,20.84167,70
2502,20.85,70
2503,20.85833,69
2504,20.86667,69
2505,20.875,69
2506,20.88333,68
2507,20.89167,68
2508,20.9,67
2509,20.90833,67
2510,20.91667,67
2511,20.925,67
2512,20.93333,67
2513,20.94167,66
2514,20.95,66
2515,20.95833,65
2516,20.96667,65
2517,20.975,64
2518,20.98333,64
2519,20.99167,63
2520,21.0,63
2521,21.00833,62
2522,21.01667,62
2523,21.025,62
2524,21.03333,62
2525,21.04167,62
2526,21.05,62
2527,21.05833,62
2528,21.06667,62
2529,21.075,62
2530,21.08333,61
2531,21.09167,61
2532,21.1,61
2533,21.10833,60
2534,21.11667,60
2535,21.125,60
2536,21.13333,59
2537,21.14167,59
2538,21.15,58
2539,21.15833,58
2540,21.16667,57
2541,21.175,57
2542,21.18333,56
2543,21.19167,56
2544,21.2,56
2545,21.20833,56
2546,21.21667,56
2547,21.225,56
2548,21.23333,56
2549,21.24167,56
2550,21.25,56
2551,21.25833,55
2552,21.26667,55
2553,21.275,55
2554,21.28333,54
2555,21.29167,54
2556,21.3,54
2557,21.30833,54
2558,21.31667,54
2559,21.325,54
2560,21.33333,54
2561,21.34167,54
2562,21.35,54
2563,21.35833,54
2564,21.36667,54
2565,21.375,54
2566,21.38333,54
2567,21.39167,53
2568,21.4,53
2569,21.40833,54
2570,21.41667,54
2571,21.425,54
2572,21.43333,54
2573,21.44167,54
2574,21.45,54
2575,21.45833,54
2576,21.46667,54
2577,21.475,54
2578,21.48333,54
2579,21.49167,54
2580,21.5,54
2581,21.50833,53
2582,21.51667,53
2583,21.525,53
2584,21.53333,53
2585,21.54167,53
2586,21.55,53
2587,21.55833,53
2588,21.56667,53
2589,21.575,52
2590,21.58333,52
2591,21.59167,52
2592,21.6,52
2593,21.60833,52
2594,21.61667,52
2595,21.625,52
2596,21.63333,52
2597,21.64167,52
2598,21.65,52
2599,21.65833,52
2600,21.66667,52
2601,21.675,51
2602,21.68333,51
2603,21.69167,51
2604,21.7,51
2605,21.70833,51
2606,21.71667,51
2607,21.725,52
2608,21.73333,52
2609,21.74167,52
2610,21.75,51
2611,21.75833,51
2612,21.76667,51
2613,21.775,51
2614,21.78333,51
2615,21.79167,51
2616,21.8,51
2617,21.80833,51
2618,21.81667,51
2619,21.825,50
2620,21.83333,50
2621,21.84167,49
2622,21.85,49
2623,21.85833,49
2624,21.86667,49
2625,21.875,49
2626,21.88333,49
2627,21.89167,49
2628,21.9,48
2629,21.90833,48
2630,21.91667,48
2631,21.925,48
2632,21.93333,47
2633,21.94167,47
2634,21.95,47
2635,21.95833,47
2636,21.96667,46
2637,21.975,47
2638,21.98333,47
2639,21.99167,47
2640,22.0,47
2641,22.00833,46
2642,22.01667,46
2643,22.025,46
2644,22.03333,45
2645,22.04167,45
2646,22.05,45
2647,22.05833,44
2648,22.06667,44
2649,22.075,44
2650,22.08333,45
2651,22.09167,44
2652,22.1,44
2653,22.10833,44
2654,22.11667,43
2655,22.125,42
2656,22.13333,43
2657,22.14167,43
2658,22.15,43
2659,22.15833,43
2660,22.16667,42
2661,22.175,42
2662,22.18333,42
2663,22.19167,42
2664,22.2,42
2665,22.20833,42
2666,22.21667,42
2667,22.225,42
2668,22.23333,42
2669,22.24167,42
2670,22.25,41
2671,22.25833,41
2672,22.26667,41
2673,22.275,41
2674,22.28333,41
2675,22.29167,41
2676,22.3,41
2677,22.30833,41
2678,22.31667,40
2679,22.325,40
2680,22.33333,40
2681,22.34167,40
2682,22.35,40
2683,22.35833,40
2684,22.36667,40
2685,22.375,40
2686,22.38333,40
2687,22.39167,40
2688,22.4,40
2689,22.40833,40
2690,22.41667,40
2691,22.425,40
2692,22.43333,41
2693,22.44167,40
2694,22.45,40
2695,22.45833,40
2696,22.46667,39
2697,22.475,39
2698,22.48333,39
2699,22.49167,39
2700,22.5,39
2701,22.50833,39
2702,22.51667,39
2703,22.525,39
2704,22.53333,39
2705,22.54167,39
2706,22.55,39
2707,22.55833,39
2708,22.56667,39
2709,22.575,39
2710,22.58333,40
2711,22.59167,39
2712,22.6,39
2713,22.60833,40
2714,22.61667,40
2715,22.625,40
2716,22.63333,40
2717,22.64167,40
2718,22.65,40
2719,22.65833,40
2720,22.66667,40
2721,22.675,41
2722,22.68333,41
2723,22.69167,41
2724,22.7,41
2725,22.70833,41
2726,22.71667,41
2727,22.725,41
2728,22.73333,40
2729,22.74167,40
2730,22.75,40
2731,22.75833,41
2732,22.76667,41
2733,22.775,41
2734,22.78333,41
2735,22.79167,41
2736,22.8,41
2737,22.80833,41
2738,22.81667,42
2739,22.825,42
2740,22.83333,42
2741,22.84167,42
2742,22.85,42
2743,22.85833,42
2744,22.86667,42
2745,22.875,42
2746,22.88333,42
2747,22.89167,42
2748,22.9,42
2749,22.90833,41
2750,22.91667,42
2751,22.925,42
2752,22.93333,42
2753,22.94167,42
2754,22.95,42
2755,22.95833,42
2756,22.96667,42
2757,22.975,42
2758,22.98333,42
2759,22.99167,42
2760,23.0,41
2761,23.00833,41
2762,23.01667,41
2763,23.025,41
2764,23.03333,41
2765,23.04167,41
2766,23.05,42
2767,23.05833,42
2768,23.06667,42
2769,23.075,42
2770,23.08333,42
2771,23.09167,42
2772,23.1,42
2773,23.10833,42
2774,23.11667,42
2775,23.125,42
2776,23.13333,42
2777,23.14167,42
2778,23.15,41
2779,23.15833,41
2780,23.16667,41
2781,23.175,40
2782,23.18333,40
2783,23.19167,40
2784,23.2,40
2785,23.20833,40
2786,23.21667,40
2787,23.225,40
2788,23.23333,39
2789,23.24167,39
2790,23.25,39
2791,23.25833,39
2792,23.26667,39
2793,23.275,39
2794,23.28333,39
2795,23.29167,38
2796,23.3,38
2797,23.30833,38
2798,23.31667,38
2799,23.325,38
2800,23.33333,38
2801,23.34167,38
2802,23.35,38
2803,23.35833,37
2804,23.36667,37
2805,23.375,37
2806,23.38333,37
2807,23.39167,36
2808,23.4,36
2809,23.40833,36
2810,23.41667,36
2811,23.425,36
2812,23.43333,36
2813,23.44167,36
2814,23.45,37
2815,23.45833,37
2816,23.46667,37
2817,23.475,36
2818,23.48333,36
2819,23.49167,36
2820,23.5,36
2821,23.50833,35
2822,23.51667,35
2823,23.525,35
2824,23.53333,35
2825,23.54167,35
2826,23.55,35
2827,23.55833,35
2828,23.56667,35
2829,23.575,35
2830,23.58333,35
2831,23.59167,36
2832,23.6,36
2833,23.60833,36
2834,23.61667,35
2835,23.625,35
2836,23.63333,35
2837,23.64167,35
2838,23.65,35
2839,23.65833,34
2840,23.66667,34
2841,23.675,34
2842,23.68333,34
2843,23.69167,34
2844,23.7,34
2845,23.70833,34
2846,23.71667,34
2847,23.725,33
2848,23.73333,33
2849,23.74167,33
2850,23.75,34
2851,23.75833,34
2852,23.76667,34
2853,23.775,34
2854,23.78333,34
2855,23.79167,33
2856,23.8,33
2857,23.80833,33
2858,23.81667,33
2859,23.825,33
2860,23.83333,33
2861,23.84167,33
2862,23.85,33
2863,23.85833,33
2864,23.86667,33
2865,23.875,32
2866,23.88333,32
2867,23.89167,32
2868,23.9,32
2869,23.90833,32
2870,23.91667,33
2871,23.925,33
2872,23.93333,33
2873,23.94167,33
2874,23.95,33
2875,23.95833,34
2876,23.96667,34
2877,23.975,34
2878,23.98333,34
2879,23.99167,33
2880,24.0,33
2881,24.00833,33
2882,24.01667,33
2883,24.025,33
2884,24.03333,32
2885,24.04167,32
2886,24.05,32
2887,24.05833,32
2888,24.06667,32
2889,24.075,32
2890,24.08333,31
2891,24.09167,31
2892,24.1,31
2893,24.10833,31
2894,24.11667,31
2895,24.125,31
2896,24.13333,31
2897,24.14167,31
2898,24.15,31
2899,24.15833,31
2900,24.16667,31
2901,24.175,31
2902,24.18333,31
2903,24.19167,31
2904,24.2,31
