time,signal_1,signal_2,signal
1.07,1.9254181033243958e-16,1.5150682799750265e-19,1.926933171604371e-16
1.08,2.1051635091808451e-16,1.66647481682642e-19,2.1068299839976716e-16
1.09,2.3014587032049955e-16,1.8328286928534528e-19,2.303291531897849e-16
1.1,2.5158057769514046e-16,2.0155870788600023e-19,2.5178213640302647e-16
1.11,2.749841134365529e-16,2.216347359407699e-19,2.752057481724937e-16
1.12,3.0053473160362047e-16,2.436860443325485e-19,3.00778417647953e-16
1.1300000000000001,3.2842658475976604e-16,2.6790453201522405e-19,3.2869448929178124e-16
1.1400000000000001,3.588711199488178e-16,2.945004977444854e-19,3.591656204465623e-16
1.1500000000000001,3.920985952564143e-16,3.237043804325877e-19,3.924222996368469e-16
1.16,4.283597271962648e-16,3.557686618019343e-19,4.2871549585806675e-16
1.17,4.679274800143497e-16,3.9096994625149776e-19,4.683184499606012e-16
1.18,5.110990089279766e-16,4.2961123419961195e-19,5.115286201621762e-16
1.19,5.581977703158699e-16,4.720244066364751e-19,5.586697947225063e-16
1.2,6.095758129562418e-16,5.1857294022007425e-19,6.100943858964619e-16
1.21,6.656162655785942e-16,5.696548739919062e-19,6.661859204525861e-16
1.22,7.2673603725881e-16,6.25706050685891e-19,7.273617433094959e-16
1.23,7.933887485538588e-16,6.872036576690094e-19,7.940759522115278e-16
1.24,8.660679127493157e-16,7.546700948001004e-19,8.668225828441158e-16
1.25,9.453103881902853e-16,8.286771989392061e-19,9.461390653892246e-16
1.26,1.0317001243919813e-15,9.098508575022121e-19,1.0326099752494834e-15
1.27,1.12587222649179e-15,9.988760463517264e-19,1.1268711025381417e-15
1.28,1.228517364620102e-15,1.0965023304666584e-18,1.2296138669505686e-15
1.29,1.3403865569452571e-15,1.2035498692605835e-18,1.3415901068145177e-15
1.3,1.4622963575006583e-15,1.3209159721478807e-18,1.4636172734728061e-15
1.31,1.5951344824435175e-15,1.4495822540120223e-18,1.5965840646975295e-15
1.32,1.7398659111406224e-15,1.5906224446397562e-18,1.7414565335852621e-15
1.33,1.897539501439914e-15,1.745210910980578e-18,1.8992847123508945e-15
1.34,2.0692951616893673e-15,1.914631956303937e-18,2.0712097936456714e-15
1.35,2.2563716255206337e-15,2.1002899659940743e-18,2.2584719154866276e-15
1.36,2.460114879146858e-15,2.3037204758826497e-18,2.4624185996227404e-15
1.37,2.681987294952555e-15,2.526602245714672e-18,2.6845138971982694e-15
1.3800000000000001,2.9235775295014377e-15,2.7707704276195426e-18,2.926348299929057e-15
1.3900000000000001,3.1866112487810625e-15,3.038230927364595e-18,3.189649479708427e-15
1.4000000000000001,3.472962748566208e-15,3.331176064759858e-18,3.4762939246309677e-15
1.41,3.784667543247339e-15,3.6520016489127834e-18,3.788319544896252e-15
1.42,4.123936002365023e-15,4.0033255941703276e-18,4.127939327959193e-15
1.43,4.493168120449426e-15,4.388008213594038e-18,4.49755612866302e-15
1.44,4.894969512623367e-15,4.8091743387712954e-18,4.899778686962139e-15
1.45,5.33216873582341e-15,5.2702374277485356e-18,5.337438973251159e-15
1.46,5.807836043470981e-15,5.774925836969173e-18,5.81361096930795e-15
1.47,6.325303690024801e-15,6.3273114484030426e-18,6.331631001473204e-15
1.48,6.8881879111202196e-15,6.931840859665807e-18,6.8951197519798854e-15
1.49,7.50041271499399e-15,7.593369362959457e-18,7.50800608435695e-15
1.5,8.16623563166955e-15,8.31719795823032e-18,8.174552829627781e-15
1.51,8.890275577987283e-15,9.109113667178653e-18,8.899384691654461e-15
1.52,9.67754300907752e-15,9.97543343779218e-18,9.687518442515313e-15
1.53,1.0533472540356931e-14,1.0923051954070258e-17,1.0544395592311002e-14
1.54,1.1463958238652589e-14,1.1959493692724372e-17,1.1475917732345314e-14
1.55,1.2475391796707537e-14,1.3092969598043955e-17,1.248848476630558e-14
1.56,1.3574703822172037e-14,1.433243877802213e-17,1.3589036260950059e-14
1.57,1.4769408490342306e-14,1.5687675659413796e-17,1.478509616600172e-14
1.58,1.6067651829446727e-14,1.716934307691068e-17,1.608482117252364e-14
1.59,1.7478263928335138e-14,1.878907181227313e-17,1.749705300014741e-14
1.6,1.9010815379079637e-14,2.055954714333783e-17,1.9031374926222974e-14
1.61,2.0675678291392494e-14,2.24946030105958e-17,2.069817289440309e-14
1.62,2.248409224201967e-14,2.4609324460813826e-17,2.2508701566480483e-14
1.6300000000000001,2.444823555052485e-14,2.692015908328462e-17,2.4475155709608135e-14
1.6400000000000001,2.658130230329404e-14,2.9445038215088935e-17,2.661074734150913e-14
1.6500000000000001,2.8897585580298964e-14,3.2203508757631996e-17,2.892978908905659e-14
1.6600000000000001,3.1412567374368534e-14,3.521687651806226e-17,3.14477842508866e-14
1.67,3.414301573057957e-14,3.850836206648791e-17,3.418152409264606e-14
1.68,3.710708967411346e-14,4.21032701836169e-17,3.714919294429708e-14
1.69,4.0324452538726137e-14,4.602917406409991e-17,4.037048171279024e-14
1.7,4.381639435509327e-14,5.0316115539028096e-17,4.3866710470632295e-14
1.71,4.760596400893747e-14,5.4996822687310584e-17,4.7660960831624783e-14
1.72,5.171811193330543e-14,6.010694632072409e-17,5.1778218879626156e-14
1.73,5.6179844157907824e-14,6.568531695195321e-17,5.624552947485978e-14
1.74,6.102038860134604e-14,7.177422398976356e-17,6.10921628253358e-14
1.75,6.627137455968752e-14,7.841971905128286e-17,6.63497942787388e-14
1.76,7.196702641752243e-14,8.567194543925296e-17,7.205269836296168e-14
1.77,7.814437268571175e-14,9.358549600286995e-17,7.823795818171462e-14
1.78,8.484347155394183e-14,1.0221980178559532e-16,8.494569135572743e-14
1.79,9.210765423631027e-14,1.1163955406317557e-16,9.221929379037344e-14
1.8,9.998378748497179e-14,1.219151625912501e-16,1.0010570264756305e-13
1.81,1.0852255675083249e-13,1.3312325311571884e-16,1.0865568000394821e-13
1.82,1.1777877158193368e-13,1.4534720745176201e-16,1.1792411878938544e-13
1.83,1.2781169497000644e-13,1.5867774971077175e-16,1.279703727197172e-13
1.84,1.386853984844138e-13,1.7321358254986314e-16,1.3885861206696366e-13
1.85,1.5046914517081977e-13,1.8906207763805705e-16,1.5065820724845783e-13
1.86,1.6323780234021983e-13,2.0634002487839626e-16,1.6344414236509821e-13
1.87,1.7707228653312737e-13,2.25174445298358e-16,1.7729746097842574e-13
1.8800000000000001,1.9206004311445687e-13,2.4570347292402387e-16,1.923057465873809e-13
1.8900000000000001,2.082955631379357e-13,2.680773113890571e-16,2.0856364044932477e-13
1.9000000000000001,2.258809403154303e-13,2.9245927150013163e-16,2.2617339958693045e-13
1.9100000000000001,2.4492647113746633e-13,3.1902689648870354e-16,2.4524549803395503e-13
1.92,2.655513014174525e-13,3.479731822281245e-16,2.658992745996806e-13
1.93,2.878841227746892e-13,3.7950790028798276e-16,2.882636306749772e-13
1.94,3.1206392283138813e-13,4.1385903233787347e-16,3.12477781863726e-13
1.95,3.3824079317786555e-13,4.512743251041267e-16,3.3869206750296967e-13
1.96,3.6657679945912936e-13,4.920229758293716e-16,3.670688224349587e-13
1.97,3.9724691825660437e-13,5.363974589905109e-16,3.977833157155949e-13
1.98,4.3044004578242574e-13,5.847155059002876e-16,4.3102476128832605e-13
1.99,4.663600837717942e-13,6.373222497562125e-16,4.669974060215504e-13
2.0,5.052271083536892e-13,6.945925497132416e-16,5.059217009034025e-13
2.0100000000000002,5.4727862810285e-13,7.569335086494679e-16,5.480355616114995e-13
2.02,5.927709379290149e-13,8.247872004730045e-16,5.935957251294879e-13
2.0300000000000002,6.41980575944509e-13,8.986336240898852e-16,6.428792095685989e-13
2.04,6.952058909710375e-13,9.789939025246876e-16,6.961848848735622e-13
2.05,7.527687289030987e-13,1.066433747164682e-15,7.538351626502633e-13
2.06,8.150162467413298e-13,1.1615672086941963e-15,8.16177813950024e-13
2.07,8.82322863747332e-13,1.2650607380049603e-15,8.835879244853369e-13
2.08,9.550923598546329e-13,1.377637582224044e-15,9.56469997436857e-13
2.09,1.0337601322016288e-12,1.500082542998798e-15,1.0352602147446276e-12
2.1,1.1187956214351817e-12,1.6332471263339103e-15,1.1204288685615156e-12
2.11,1.210704920271076e-12,1.7780551155974565e-15,1.2124829753866734e-12
2.12,1.3100335776938892e-12,1.9355086018155042e-15,1.3119690862957048e-12
2.13,1.4173696131377874e-12,2.106694508071416e-15,1.4194763076458588e-12
2.14,1.5333467560158011e-12,2.29279164773055e-15,1.5356395476635317e-12
2.15,1.6586479270623166e-12,2.4950783593415072e-15,1.661143005421658e-12
2.16,1.7940089791276756e-12,2.7149407644344074e-15,1.7967239198921101e-12
2.17,1.9402227163184413e-12,2.953881698068461e-15,1.9431765980165096e-12
2.18,2.098143211719696e-12,3.213530365889345e-15,2.1013567420855856e-12
2.19,2.2686904453703008e-12,3.4956527856670275e-15,2.2721860981559676e-12
2.2,2.4528552856964323e-12,3.8021630758159824e-15,2.456657448772248e-12
2.21,2.651704839248439e-12,4.135135658278499e-15,2.6558399749067173e-12
2.22,2.866388195338832e-12,4.496818448403934e-15,2.870885013787236e-12
2.23,3.098142594051716e-12,4.8896471101049696e-15,3.103032241161821e-12
2.24,3.348300048096075e-12,5.316260460658808e-15,3.3536163085567338e-12
2.25,3.618294451112518e-12,5.779517116059792e-15,3.6240739682285777e-12
2.2600000000000002,3.9096692073280445e-12,6.282513474873707e-15,3.915951720802918e-12
2.27,4.224085419892702e-12,6.828603146115915e-15,4.230914023038818e-12
2.2800000000000002,4.563330677837895e-12,7.421417934822692e-15,4.570752095772718e-12
2.29,4.929328484378574e-12,8.0648905077454e-15,4.93739337488632e-12
2.3000000000000003,5.324148372252981e-12,8.763278871018778e-15,5.332911651124e-12
2.31,5.750016754965004e-12,9.521192801787496e-15,5.759537947766791e-12
2.32,6.209328566181258e-12,1.0343622386661087e-14,6.219672188567919e-12
2.33,6.704659743148432e-12,1.1235968831581565e-14,6.715895711980014e-12
2.34,7.238780613853998e-12,1.2204077720269207e-14,7.250984691574267e-12
2.35,7.814670251769996e-12,1.3254274911937505e-14,7.827924526681935e-12
2.36,8.435531866410499e-12,1.4393405283504488e-14,8.449925271694003e-12
2.37,9.104809302619516e-12,1.562887453714235e-14,9.120438177156659e-12
2.38,9.826204726503836e-12,1.696869431078861e-14,9.843173420814625e-12
2.39,1.0603697581256664e-11,1.8421530847262314e-14,1.0622119112103925e-11
2.4,1.144156490180137e-11,1.9996757496994358e-14,1.1461561659298365e-11
2.41,1.23444030832503e-11,2.17045113501665e-14,1.2366107594600467e-11
2.42,1.3317151204632707e-11,2.355575431638674e-14,1.3340706958949093e-11
2.43,1.4365116016240922e-11,2.5562338994001286e-14,1.4390678355234923e-11
2.44,1.5493998706285976e-11,2.773707969688276e-14,1.5521735785982858e-11
2.45,1.6709923570383755e-11,3.0093829034164385e-14,1.674001739941792e-11
2.46,1.8019468715734697e-11,3.2647560468043963e-14,1.8052116276202743e-11
2.47,1.9429698940750983e-11,3.541445730662548e-14,1.946511339805761e-11
2.48,2.094820094035369e-11,3.841200862289137e-14,2.0986612948976582e-11
2.49,2.2583120997255973e-11,4.165911262758714e-14,2.262478010988356e-11
2.5,2.4343205330290103e-11,4.517618806308606e-14,2.4388381518353188e-11
2.5100000000000002,2.6237843282287953e-11,4.8985294227493263e-14,2.6286828576515446e-11
2.52,2.8277113542208157e-11,5.31102602834905e-14,2.8330223802491646e-11
2.5300000000000002,3.047183360918506e-11,5.757682455493784e-14,3.052941043374e-11
2.54,3.283361271998874e-11,6.241278456627852e-14,3.289602550455502e-11
2.5500000000000003,3.537490847609906e-11,6.764815863557407e-14,3.544255663473463e-11
2.56,3.810908742224296e-11,7.331535989182588e-14,3.818240278213479e-11
2.57,4.1050489844918106e-11,7.944938365132087e-14,4.1129939228569424e-11
2.58,4.421449907714257e-11,8.608800915648514e-14,4.430058708629905e-11
2.59,4.761761561454405e-11,9.327201675435885e-14,4.771088763129841e-11
2.6,5.127753636796663e-11,1.0104542167073785e-13,5.137858178963737e-11
2.61,5.521323939911872e-11,1.0945572562056999e-13,5.532269512473929e-11
2.62,5.944507450849648e-11,1.185541875858038e-13,5.95636286960823e-11
2.63,6.39948600689554e-11,1.283961151889018e-13,6.41232561841443e-11
2.64,6.888598652398764e-11,1.3904117819420848e-13,6.902502770218186e-11
2.65,7.414352699704362e-11,1.505537457806208e-13,7.429408074282424e-11
2.66,7.979435548728188e-11,1.6300324934826596e-13,7.995735873663015e-11
2.67,8.586727315794461e-11,1.7646457274946638e-13,8.604373773069408e-11
2.68,9.239314325636602e-11,1.9101847197092658e-13,9.258416172833695e-11
2.69,9.940503523944275e-11,2.0675202644032578e-13,9.961178726588308e-11
2.7,1.069383787154164e-10,2.237591242870379e-13,1.0716213783970344e-10
2.71,1.1503112785213872e-10,2.421409840542169e-13,1.1527326883619293e-10
2.72,1.237239369437804e-10,2.620067155387797e-13,1.2398594365931916e-10
2.73,1.330603478722832e-10,2.8347392262755946e-13,1.3334382179491078e-10
2.74,1.430869902470207e-10,3.0666935120316023e-13,1.4339365959822385e-10
2.75,1.538537950561275e-10,3.317295854124633e-13,1.5418552464153997e-10
2.7600000000000002,1.654142227161103e-10,3.5880179582553517e-13,1.6577302451193585e-10
2.77,1.7782550646274952e-10,3.880445432636883e-13,1.782135510060132e-10
2.7800000000000002,1.911489120861645e-10,4.1962864234394217e-13,1.9156854072850846e-10
2.79,2.0545001507644528e-10,4.5373808907406336e-13,2.0590375316551935e-10
2.8000000000000003,2.207989963137155e-10,4.9057105713929e-13,2.212895673708548e-10
2.81,2.37270957507991e-10,5.303409678496916e-13,2.3780129847584067e-10
2.82,2.549462576701607e-10,5.732776390677664e-13,2.5551953530922845e-10
2.83,2.739108719758865e-10,6.196285188103432e-13,2.7453050049469685e-10
2.84,2.942567744696703e-10,6.696600096192149e-13,2.949264344792895e-10
2.85,3.160823461469064e-10,7.236588902225036e-13,3.168060050371289e-10
2.86,3.3949281004777174e-10,7.819338414656089e-13,3.4027474388923737e-10
2.87,3.6460069509867816e-10,8.448170839785465e-13,3.654455121826567e-10
2.88,3.915263305449517e-10,9.12666135567579e-13,3.9243899668051927e-10
2.89,4.2039837293288637e-10,9.85865696875722e-13,4.213842386297621e-10
2.9,4.513543677205518e-10,1.0648296744505962e-12,4.524191973950024e-10
2.91,4.845413477253942e-10,1.150003350993001e-12,4.856913510763872e-10
2.92,5.201164707527171e-10,1.2418657132362517e-12,5.213583364659534e-10
2.93,5.582476988936081e-10,1.3409319486296864e-12,5.595886308422378e-10
2.94,5.991145221335947e-10,1.4477561227707996e-12,6.005622782563655e-10
2.95,6.429087290753645e-10,1.5629340503540105e-12,6.444716631257186e-10
2.96,6.898352277502262e-10,1.6871063732821056e-12,6.915223341235083e-10
2.97,7.401129196747451e-10,1.82096186052391e-12,7.41933881535269e-10
2.98,7.939756305010616e-10,1.9652409453007812e-12,7.959408714463624e-10
2.99,8.516731008131403e-10,2.1207395162513326e-12,8.537938403293916e-10
3.0,9.134720408364596e-10,2.288312980360274e-12,9.157603538168199e-10
3.0100000000000002,9.796572530568423e-10,2.4688806166500603e-12,9.821261336734923e-10
3.02,1.0505328269853614e-09,2.6634302409265414e-12,1.053196257226288e-09
3.0300000000000002,1.1264234105616178e-09,2.873023203248205e-12,1.129296433764866e-09
3.04,1.2076755629578173e-09,3.0987997412572065e-12,1.2107743626990746e-09
3.0500000000000003,1.2946591938319269e-09,3.341984714076775e-12,1.2980011785460036e-09
3.06,1.3877690943802532e-09,3.6038937431469525e-12,1.3913729881234002e-09
3.0700000000000003,1.4874265658598137e-09,3.885939788150197e-12,1.4913125056479639e-09
3.08,1.5940811515883885e-09,4.1896401880707385e-12,1.5982707917764592e-09
3.09,1.7082124787880827e-09,4.5166241994511945e-12,1.7127291029875339e-09
3.1,1.8303322170155714e-09,4.86864106605802e-12,1.8352008580816295e-09
3.11,1.9609861603219645e-09,5.247568656457591e-12,1.966233728978422e-09
3.12,2.1007564407069486e-09,5.655422708441672e-12,2.1064118634153903e-09
3.13,2.2502638808781945e-09,6.094366721837012e-12,2.2563582476000315e-09
3.14,2.410170494798245e-09,6.5667225439977945e-12,2.4167372173422427e-09
3.15,2.5811821449986735e-09,7.074981695219812e-12,2.5882571266938932e-09
3.16,2.764051366167954e-09,7.621817484448592e-12,2.7716731836524027e-09
3.17,2.9595803650741626e-09,8.21009796898362e-12,2.9677904630431463e-09
3.18,3.1686242074709272e-09,8.842899815428514e-12,3.1774671072863558e-09
3.19,3.3920942032542647e-09,9.52352312290881e-12,3.4016177263771736e-09
3.2,3.630961501791801e-09,1.02555072735934e-11,3.6412170090653944e-09
3.21,3.886260910036511e-09,1.1042647879823785e-11,3.897303557916335e-09
3.22,4.159094946766089e-09,1.188901490169938e-11,4.170983961667788e-09
3.23,4.450638147056985e-09,1.279897201379117e-11,4.463437119070776e-09
3.24,4.762141631915674e-09,1.3777197304797529e-11,4.775918829220472e-09
3.25,5.0949379588436844e-09,1.4828705399408725e-11,5.109766664243093e-09
3.2600000000000002,5.450446270018256e-09,1.5958871097456374e-11,5.466405141115713e-09
3.27,5.830177755721917e-09,1.717345463158892e-11,5.847351210353506e-09
3.2800000000000002,6.235741451659849e-09,1.847862865127334e-11,6.254220080311122e-09
3.29,6.668850389863444e-09,1.988100704788869e-11,6.688731396911332e-09
3.3000000000000003,7.1313281239961024e-09,2.1387675743083433e-11,7.152715799739186e-09
3.31,7.625115651054268e-09,2.3006225570427907e-11,7.648121876624696e-09
3.3200000000000003,8.152278752700066e-09,2.4744787388756077e-11,8.177023540088822e-09
3.33,8.715015780768908e-09,2.661206957445664e-11,8.741627850343365e-09
3.34,9.31566591287585e-09,2.8617398049404135e-11,9.344283310925254e-09
3.35,9.956717905497004e-09,3.07707590112255e-11,9.98748866450823e-09
3.36,1.06408193734336e-08,3.308284454322206e-11,1.0673902217976822e-08
3.37,1.1370786626179043e-08,3.556510129255016e-11,1.1406351727471594e-08
3.38,1.2149615093407699e-08,3.82297824172329e-11,1.2187844875824932e-08
3.39,1.2980490373594228e-08,4.109000301528935e-11,1.3021580376609517e-08
3.4,1.3866799941653173e-08,4.41597992627431e-11,1.3910959740915917e-08
3.41,1.481214555347655e-08,4.7454191501598204e-11,1.485959974497815e-08
3.42,1.582035638732913e-08,5.098925153403214e-11,1.5871345638863163e-08
3.43,1.689550296426308e-08,5.478217439517731e-11,1.6950285138658256e-08
3.44,1.8041911892024775e-08,5.885135489393406e-11,1.810076324691871e-08
3.45,1.9264181479359127e-08,6.32164692293815e-11,1.9327397948588508e-08
3.46,2.056719827017797e-08,6.789856200955459e-11,2.0635096832187524e-08
3.47,2.1956154549754255e-08,7.292013901973614e-11,2.2029074688773992e-08
3.48,2.3436566877932078e-08,7.83052661089909e-11,2.3514872144041068e-08
3.49,2.50142957073282e-08,8.407967458657727e-11,2.5098375381914776e-08
3.5,2.669556614762852e-08,9.027087354411037e-11,2.678583702117263e-08
3.5100000000000002,2.8486989940380573e-08,9.690826954507884e-11,2.858389820992565e-08
3.52,3.039558871214444e-08,1.0402329415054343e-10,3.049961200629498e-08
3.5300000000000002,3.242881857750605e-08,1.116495397787224e-10,3.254046811728478e-08
3.54,3.459459616727844e-08,1.198229044267198e-10,3.4714419071705164e-08
3.5500000000000003,3.69013261612458e-08,1.2858174581507384e-10,3.702990790706088e-08
3.56,3.935793040901454e-08,1.3796704555004573e-10,3.949589745456459e-08
3.5700000000000003,4.197387872698889e-08,1.48022583934949e-10,4.2121901310923835e-08
3.58,4.475922146413691e-08,1.587951261002123e-10,4.491801659023712e-08
