[File Description]


[Configuration]
Instrument Name, Simulated HPLC Equipment Similar to a Shimadzu
11.924999999999999,2596.4879923232784
11.94,2519.9239914659097
11.955,2445.3940339991887
11.969999999999999,2377.002840291604
11.985,2301.3671526241815
12.0,2233.027992130068
12.014999999999999,2165.690493450944
12.03,2095.2390336204617
12.045,2031.5676712044526
12.059999999999999,1969.2073279578694
12.075,1903.6326692455502
12.09,1843.3169682169232
12.105,1788.2016384409462
12.12,1725.2934779329937
12.135,1670.5185976413636
12.15,1618.8758547252603
12.165,1568.267592215982
12.18,1516.2800333742928
12.195,1469.2664559183854
12.209999999999999,1421.329575331918
12.225,1368.7206117961705
12.24,1327.8341163403331
12.254999999999999,1287.3466833035718
12.27,1246.848816254761
12.285,1206.2513275759873
12.299999999999999,1170.5984099183293
12.315,1136.6845300915506
12.33,1099.1398869294328
12.344999999999999,1066.4497900196798
12.36,1035.185900595346
12.375,1007.5576277049439
12.389999999999999,978.9937317258463
12.405,951.2623236645857
12.42,930.2007497090246
12.434999999999999,903.1672934442824
12.45,883.2044064184633
12.465,860.625744301956
12.48,836.9656765481496
12.495,819.037529969681
12.51,806.4649450414491
12.525,790.7622013114938
12.54,775.3857114666795
12.555,764.163721747926
12.57,751.143411110108
12.584999999999999,733.310675060563
12.6,728.8659605094291
12.615,719.8163915994994
12.629999999999999,712.2972331629934
12.645,709.3912714333719
12.66,704.1594453424773
12.674999999999999,699.9840995123063
12.69,693.9694326110667
12.705,693.3489130034202
12.719999999999999,690.2009576255195
12.735,691.6982059128487
12.75,694.4481242705164
12.764999999999999,694.9495914999973
12.78,698.1971761627578
12.795,702.0204291608239
12.809999999999999,704.9800930656195
12.825,711.3026020930093
12.84,716.5221935005059
12.854999999999999,728.2416789145996
12.87,732.9519095906016
12.885,745.3359378799036
12.9,750.4568327860882
12.915,763.0298896839992
12.93,774.472516431526
12.945,785.8475451156179
12.959999999999999,797.282325723789
12.975,810.3109218916685
12.99,822.3143673895879
13.004999999999999,836.3697803019032
13.02,850.7645405653926
13.035,864.8682094448482
13.049999999999999,884.490808551873
13.065,897.0768684498862
13.08,915.7734511873315
13.094999999999999,930.0968339561211
13.11,950.57772417741
13.125,969.3967775820921
13.139999999999999,992.9014800592576
13.155,1005.8622575149201
13.17,1024.8786446944666
13.184999999999999,1045.6717312563069
13.2,1068.0753690450201
13.215,1084.8957717416895
13.229999999999999,1103.7836550841064
13.245,1127.6249206875495
13.26,1151.0626038543614
13.275,1169.6468189146458
13.29,1192.5983448224645
13.305,1212.1841333905375
13.32,1234.5099433207897
13.334999999999999,1254.3504741906515
13.35,1280.6175535205616
13.365,1299.5794310639983
13.379999999999999,1323.6509596674496
13.395,1344.9811685622794
13.41,1365.3770035202485
13.424999999999999,1389.195195139586
13.44,1410.9797337794744
13.455,1429.1802394762892
13.469999999999999,1449.5173840363345
13.485,1474.3308219682247
13.5,1493.150002137088
13.514999999999999,1509.0671726203616
13.53,1530.4347993118618
13.545,1544.9511912013695
13.559999999999999,1564.3605742476516
13.575,1581.4321485590249
13.59,1599.5040271859627
13.604999999999999,1613.159625258624
13.62,1628.0748276630943
13.635,1640.1151113645578
13.65,1653.50726173563
13.665,1659.9888862049615
13.68,1671.440440982196
13.695,1671.8623724405516
13.709999999999999,1671.6095810258266
13.725,1674.5882088944709
13.74,1671.565560069684
13.754999999999999,1664.1295103534806
13.77,1655.6998083368355
13.785,1642.7570864678596
13.799999999999999,1627.832541033399
13.815,1608.4875993605988
13.83,1582.6412464500268
13.844999999999999,1558.3108777188475
13.86,1525.6882546685429
13.875,1491.3686385896494
13.889999999999999,1451.3213763010458
13.905,1410.2013452429997
13.92,1365.3918239687391
13.934999999999999,1317.725176239896
13.95,1266.2631403745847
13.965,1215.0301668832747
13.979999999999999,1163.1003520879217
13.995,1111.217335118304
14.01,1050.920881229717
14.025,996.1163088488843
14.04,942.1940719457455
14.055,889.5133370218459
14.07,833.0161053070256
14.084999999999999,782.8749074080641
14.1,734.6932562558741
14.115,691.4884252401603
14.129999999999999,645.4980768431617
14.145,606.3041761535562
14.16,564.1851436692709
14.174999999999999,526.4121495070196
14.19,500.73550669885833
14.205,470.076791441464
14.219999999999999,446.04639127181076
14.235,421.08684696216653
14.25,402.76816083594986
14.264999999999999,383.61495759663956
14.28,366.9185805721722
14.295,350.82519297424415
14.309999999999999,344.6969147837679
14.325,329.3394003240846
14.34,324.0314251217529
14.354999999999999,314.0453903817737
14.37,310.66213019325187
14.385,304.46933968357257
14.399999999999999,301.5228944402686
14.415,300.5316160772495
14.43,298.80524263416737
14.445,298.90987826132084
14.459999999999999,291.25683983524635
14.475,292.88178486530387
14.49,288.3967077534563
14.504999999999999,287.564602582966
14.52,292.1655900048742
14.535,291.12840378621894
14.549999999999999,293.36054810583636
14.565,292.0589120876315
14.58,290.55223295528174
14.594999999999999,296.21203536134794
14.61,292.4246292921346
14.625,295.0438011962358
14.639999999999999,294.17442748902187
14.655,296.1197097113683
14.67,294.60007930457004
14.684999999999999,292.9512205949554
14.7,297.5661753045111
14.715,300.80870973069386
14.729999999999999,295.544783844119
14.745,296.74953310138665
14.76,296.0750126984809
14.774999999999999,298.93896439256434
14.79,294.83082064770485
14.805,299.88496281493497
14.82,301.0997241015075
14.834999999999999,301.1677953045237
14.85,301.03241603212234
14.865,301.39038421716316
14.879999999999999,300.5435709084534
14.895,303.7901558333878
14.91,302.87098887599086
14.924999999999999,302.0608162524639
14.94,304.2609951760446
14.955,308.01405300787997
14.969999999999999,307.06705704992663
14.985,306.04249115776855
15.0,307.5229883349624
15.014999999999999,305.01340430941394
15.03,306.14317939057185
15.045,308.86393624691897
15.059999999999999,307.28042788532593
15.075,313.7335555460408
15.09,308.9117234509806
15.104999999999999,311.6672536805527
15.12,313.5937623376317
15.135,311.65587366268727
15.149999999999999,313.79783411267385
15.165,311.23408512160347
15.18,316.4172412851037
15.195,313.6786675621142
15.209999999999999,314.9263747378376
15.225,313.49449606831615
15.24,315.8864092370477
15.254999999999999,315.1275814580355
15.27,316.8975632637888
15.285,317.93224566222113
15.299999999999999,313.6193155783622
15.315,315.11226943767554
15.33,317.60811085134344
15.344999999999999,320.0270039445519
15.36,320.7658211130892
15.375,318.9375484922354
15.389999999999999,319.0428047999857
15.405,317.22565673625195
15.42,319.90389732741113
15.434999999999999,319.7738874294514
15.45,322.16716808553707
15.465,320.82856543902466
15.479999999999999,320.5201929340217
15.495,322.1733857649555
15.51,318.07965143670293
15.524999999999999,324.1509246070144
15.54,323.5550673656899
15.555,323.50466036756814
15.57,323.09104906265657
15.584999999999999,323.84027590225156
15.6,324.62789613523853
15.615,323.4580619883867
15.629999999999999,323.4420019551659
15.645,323.9131757284016
15.66,324.467899318117
15.674999999999999,321.40318389703395
